Time (ns),ORF2,ORF2,ORF2_nomn,ORF2_nomn
518.1,1.639,1.64421,1.63903,1.64581
518.2,1.64561,1.64367,1.64059,1.64596
518.3,1.6454,1.65192,1.6337,1.64843
518.4,1.64245,1.64212,1.63154,1.65138
518.5,1.64615,1.6477,1.63176,1.641
518.6,1.64685,1.64423,1.63153,1.64815
518.7,1.64571,1.64753,1.63441,1.64732
518.8,1.65326,1.64837,1.62816,1.64581
518.9,1.65138,1.64662,1.62852,1.64576
519,1.64411,1.64906,1.63586,1.65255
519.1,1.64364,1.64376,1.63227,1.65481
519.2,1.64319,1.64187,1.63982,1.65548
519.3,1.6476,1.64869,1.6413,1.65064
519.4,1.64526,1.64799,1.63819,1.64817
519.5,1.64413,1.63563,1.6368,1.64558
519.6,1.64805,1.64525,1.63814,1.64994
519.7,1.65095,1.64642,1.6465,1.64549
519.8,1.64498,1.6465,1.6414,1.64712
519.9,1.64626,1.648,1.63511,1.64874
520,1.64548,1.64257,1.63372,1.64825
520.1,1.64894,1.64373,1.63923,1.65002
520.2,1.64017,1.64759,1.63465,1.65173
520.3,1.64223,1.64339,1.6391,1.64826
520.4,1.64498,1.6487,1.6349,1.64935
520.5,1.64081,1.64571,1.63238,1.64778
520.6,1.63681,1.64509,1.64231,1.6522
520.7,1.64162,1.64429,1.64154,1.64694
520.8,1.64133,1.6532,1.63633,1.65067
520.9,1.64494,1.65596,1.63515,1.65359
521,1.64256,1.66505,1.64218,1.6514
521.1,1.64594,1.65056,1.64055,1.65685
521.2,1.64202,1.64261,1.6405,1.65981
521.3,1.63773,1.65073,1.63956,1.64974
521.4,1.64389,1.65495,1.63754,1.65316
521.5,1.64339,1.6469,1.6458,1.65009
521.6,1.6418,1.65569,1.63906,1.65206
521.7,1.64193,1.65547,1.635,1.65421
521.8,1.6413,1.65579,1.64293,1.65567
521.9,1.64353,1.65019,1.64019,1.65282
522,1.6412,1.64922,1.63384,1.65625
522.1,1.63748,1.65259,1.64033,1.65686
522.2,1.63847,1.64908,1.63729,1.65937
522.3,1.64966,1.64609,1.63839,1.65342
522.4,1.64084,1.64564,1.63792,1.65731
522.5,1.64559,1.64924,1.64128,1.65038
522.6,1.64225,1.65018,1.64031,1.64733
522.7,1.64508,1.65617,1.63671,1.65439
522.8,1.63427,1.64968,1.6415,1.65716
522.9,1.64116,1.65051,1.6475,1.65476
523,1.64494,1.64867,1.64018,1.64993
523.1,1.64304,1.6447,1.6431,1.65574
523.2,1.64837,1.65066,1.63769,1.65191
523.3,1.64569,1.65097,1.64083,1.64931
523.4,1.64452,1.65077,1.64497,1.64645
523.5,1.6471,1.65461,1.63208,1.64663
523.6,1.64278,1.65959,1.63786,1.65089
523.7,1.64608,1.65272,1.63412,1.65129
523.8,1.64447,1.65063,1.63394,1.65228
523.9,1.65023,1.64757,1.63586,1.64442
524,1.64592,1.64735,1.63682,1.64925
524.1,1.65016,1.64431,1.63771,1.65011
524.2,1.64024,1.65084,1.63836,1.65072
524.3,1.64086,1.64461,1.64199,1.65522
524.4,1.63822,1.64881,1.64067,1.64869
524.5,1.64401,1.65922,1.6355,1.65038
524.6,1.6461,1.65099,1.63745,1.65015
524.7,1.64399,1.65281,1.63934,1.65154
524.8,1.64104,1.655,1.63829,1.64791
524.9,1.64479,1.65063,1.63958,1.64733
525,1.6448,1.64691,1.63623,1.64911
525.1,1.65005,1.63985,1.63038,1.64873
525.2,1.65217,1.64621,1.63703,1.64693
525.3,1.64266,1.64562,1.63815,1.64827
525.4,1.64589,1.65052,1.63888,1.64915
525.5,1.64133,1.6489,1.64171,1.65454
525.6,1.64441,1.65048,1.62906,1.64812
525.7,1.6376,1.64842,1.63423,1.65644
525.8,1.63886,1.65327,1.6311,1.64527
525.9,1.64288,1.64892,1.63406,1.64493
526,1.64128,1.65031,1.63415,1.64658
526.1,1.64411,1.64925,1.6354,1.6501
526.2,1.65059,1.64624,1.63801,1.64965
526.3,1.64871,1.65206,1.628,1.64505
526.4,1.63847,1.6486,1.63562,1.64564
526.5,1.64242,1.64868,1.63777,1.65065
526.6,1.64623,1.64494,1.63921,1.64654
526.7,1.64677,1.65234,1.63952,1.65198
526.8,1.64917,1.65136,1.63848,1.64914
526.9,1.6455,1.64806,1.63619,1.6513
527,1.6413,1.65662,1.63944,1.65155
527.1,1.6481,1.64114,1.63431,1.65732
527.2,1.64865,1.64844,1.63914,1.65625
527.3,1.63649,1.6506,1.63787,1.64775
527.4,1.63441,1.65068,1.64208,1.6504
527.5,1.64145,1.65054,1.63623,1.64828
527.6,1.64347,1.64608,1.63704,1.65087
527.7,1.64316,1.65082,1.64089,1.64933
527.8,1.64695,1.64931,1.63696,1.65592
527.9,1.64573,1.65148,1.63624,1.64767
528,1.64769,1.64559,1.63499,1.64758
528.1,1.64781,1.6475,1.63426,1.65005
528.2,1.64676,1.64688,1.6355,1.64566
528.3,1.64613,1.64886,1.64038,1.64693
528.4,1.64289,1.65362,1.6274,1.64545
528.5,1.63952,1.64067,1.63584,1.64582
528.6,1.64397,1.64768,1.62943,1.65024
528.7,1.63971,1.64469,1.63139,1.64583
528.8,1.64399,1.64684,1.62262,1.65407
528.9,1.64086,1.63692,1.63195,1.64876
529,1.63948,1.6475,1.63763,1.64477
529.1,1.6422,1.64737,1.63155,1.64653
529.2,1.64258,1.65277,1.63478,1.64671
529.3,1.64467,1.64956,1.63704,1.64442
529.4,1.64111,1.64523,1.63342,1.64809
529.5,1.64376,1.65078,1.62972,1.64942
529.6,1.6418,1.65214,1.62995,1.64998
529.7,1.64573,1.6472,1.64028,1.64929
529.8,1.64454,1.63854,1.63229,1.65311
529.9,1.64831,1.64617,1.64094,1.64548
530,1.64935,1.64824,1.64197,1.65069
530.1,1.64971,1.64087,1.63336,1.65033
530.2,1.64454,1.6436,1.63688,1.64599
530.3,1.63928,1.6469,1.63396,1.64151
530.4,1.65068,1.64346,1.63656,1.64726
530.5,1.63967,1.64565,1.63748,1.64862
530.6,1.65136,1.64139,1.63356,1.65024
530.7,1.64436,1.64388,1.63457,1.65615
530.8,1.64654,1.64538,1.62956,1.6475
530.9,1.64299,1.64342,1.63512,1.66075
531,1.64164,1.65341,1.63091,1.65024
531.1,1.6441,1.65182,1.63344,1.64698
531.2,1.63476,1.63883,1.62878,1.64993
531.3,1.64233,1.64264,1.63886,1.65074
531.4,1.64487,1.64471,1.63438,1.64999
531.5,1.64056,1.64264,1.63718,1.65325
531.6,1.63709,1.64484,1.63352,1.65178
531.7,1.64603,1.64157,1.63372,1.64871
531.8,1.65169,1.64201,1.63521,1.65224
531.9,1.63994,1.64712,1.63831,1.65631
532,1.65221,1.6456,1.63162,1.65219
532.1,1.64654,1.64884,1.63406,1.65735
532.2,1.64481,1.64275,1.63262,1.65289
532.3,1.63978,1.64579,1.64087,1.648
532.4,1.64211,1.64397,1.64088,1.65268
532.5,1.64423,1.64381,1.62977,1.65639
532.6,1.64707,1.64397,1.63089,1.64921
532.7,1.64283,1.65058,1.62974,1.64758
532.8,1.64094,1.64387,1.63325,1.65106
532.9,1.64334,1.64142,1.64286,1.64615
533,1.65131,1.65008,1.64619,1.65109
533.1,1.64084,1.64438,1.63899,1.64852
533.2,1.64439,1.64378,1.64739,1.65185
533.3,1.64249,1.64081,1.63876,1.6471
533.4,1.64165,1.64061,1.64175,1.65555
533.5,1.64857,1.6488,1.63656,1.64978
533.6,1.6392,1.63903,1.64398,1.65839
533.7,1.64533,1.64697,1.64554,1.65735
533.8,1.65075,1.64699,1.6391,1.65864
533.9,1.64828,1.64141,1.64832,1.66086
534,1.64625,1.64525,1.64326,1.65729
534.1,1.64843,1.642,1.63524,1.6582
534.2,1.65056,1.64504,1.64507,1.65095
534.3,1.64704,1.64066,1.64261,1.6558
534.4,1.64528,1.64067,1.64208,1.65406
534.5,1.64873,1.64753,1.64427,1.64979
534.6,1.65041,1.64311,1.64171,1.65614
534.7,1.6463,1.64907,1.63701,1.65759
534.8,1.64696,1.64364,1.6447,1.65509
534.9,1.65153,1.64753,1.63957,1.64763
535,1.65044,1.64616,1.63992,1.64921
535.1,1.64751,1.65019,1.64087,1.65289
535.2,1.64553,1.64396,1.63756,1.65423
535.3,1.64437,1.6452,1.64264,1.64805
535.4,1.64617,1.649,1.63965,1.65837
535.5,1.64481,1.64699,1.64038,1.65315
535.6,1.64599,1.65197,1.64729,1.64755
535.7,1.64722,1.64633,1.63792,1.65243
535.8,1.65016,1.6427,1.64245,1.65292
535.9,1.64652,1.64288,1.63726,1.65618
536,1.64852,1.64376,1.63806,1.65619
536.1,1.65118,1.64081,1.64339,1.65337
536.2,1.64564,1.64176,1.64373,1.66054
536.3,1.64561,1.64712,1.64651,1.65909
536.4,1.64364,1.63956,1.6497,1.65601
536.5,1.65131,1.64093,1.63636,1.65406
536.6,1.65175,1.64795,1.6426,1.65476
536.7,1.65018,1.64159,1.63367,1.64877
536.8,1.64174,1.64768,1.6386,1.65338
536.9,1.64694,1.65111,1.64293,1.64601
537,1.64491,1.64491,1.64109,1.65333
537.1,1.64733,1.64908,1.6425,1.65585
537.2,1.64258,1.64644,1.63892,1.65723
537.3,1.64746,1.65108,1.63923,1.65412
537.4,1.64669,1.64186,1.63863,1.65299
537.5,1.6469,1.64494,1.64128,1.65573
537.6,1.64538,1.64643,1.63722,1.6493
537.7,1.65502,1.65016,1.64649,1.65403
537.8,1.6455,1.6521,1.63847,1.65097
537.9,1.64407,1.65015,1.6368,1.64995
538,1.64458,1.6406,1.64252,1.64683
538.1,1.64637,1.6415,1.6355,1.65072
538.2,1.64908,1.64769,1.63434,1.65481
538.3,1.64441,1.6396,1.63673,1.65315
538.4,1.6474,1.65179,1.63657,1.65652
538.5,1.64586,1.64809,1.63766,1.65278
538.6,1.6467,1.64851,1.636,1.64947
538.7,1.64261,1.64166,1.62931,1.64901
538.8,1.64448,1.64039,1.63566,1.65181
538.9,1.64099,1.64712,1.63491,1.65092
539,1.64195,1.64557,1.63943,1.64808
539.1,1.64937,1.6486,1.62464,1.65264
539.2,1.64364,1.64736,1.63269,1.64823
539.3,1.64097,1.64323,1.6363,1.65104
539.4,1.64729,1.64428,1.63437,1.6589
539.5,1.6454,1.6414,1.63456,1.66486
539.6,1.64533,1.64519,1.63187,1.65301
539.7,1.64381,1.64919,1.63154,1.65174
539.8,1.64874,1.64851,1.63758,1.65535
539.9,1.63907,1.65585,1.63463,1.65017
540,1.64535,1.65594,1.63444,1.651
540.1,1.64658,1.64367,1.63528,1.64475
540.2,1.6428,1.64533,1.63732,1.6468
540.3,1.64433,1.65103,1.63602,1.64657
540.4,1.64445,1.64846,1.63314,1.64644
540.5,1.64652,1.64604,1.64155,1.6483
540.6,1.64198,1.64927,1.64017,1.64527
540.7,1.64612,1.65044,1.63739,1.64105
540.8,1.64988,1.65072,1.64079,1.64829
540.9,1.64665,1.64823,1.63825,1.64359
541,1.63878,1.64936,1.63806,1.64154
541.1,1.6407,1.64979,1.64435,1.64288
541.2,1.64206,1.64043,1.64181,1.64379
541.3,1.6395,1.63819,1.6386,1.64961
541.4,1.64216,1.64069,1.63527,1.63938
541.5,1.64313,1.64279,1.63085,1.64801
541.6,1.64089,1.64602,1.63994,1.64657
541.7,1.64558,1.64175,1.63515,1.64952
541.8,1.64442,1.6439,1.64166,1.65118
541.9,1.63918,1.63827,1.63723,1.64232
542,1.64982,1.64296,1.63312,1.65211
542.1,1.64601,1.64283,1.64097,1.65032
542.2,1.64658,1.65405,1.63242,1.64953
542.3,1.64953,1.64864,1.63448,1.64925
542.4,1.64322,1.6465,1.63871,1.65018
542.5,1.64234,1.64545,1.63489,1.65368
542.6,1.64609,1.64889,1.63555,1.65603
542.7,1.64617,1.64688,1.63595,1.64813
542.8,1.6444,1.64287,1.63542,1.65546
542.9,1.64497,1.65123,1.6331,1.64584
543,1.6455,1.64133,1.63014,1.64476
543.1,1.64372,1.64623,1.63713,1.64767
543.2,1.64473,1.64554,1.62792,1.64251
543.3,1.64538,1.64865,1.63176,1.64842
543.4,1.64211,1.64499,1.62999,1.63967
543.5,1.64897,1.64371,1.62774,1.64129
543.6,1.64449,1.64461,1.63468,1.64235
543.7,1.63947,1.6452,1.63133,1.64921
543.8,1.64199,1.644,1.6298,1.64918
543.9,1.64986,1.65062,1.63164,1.6437
544,1.64991,1.64621,1.63364,1.6472
544.1,1.64383,1.64666,1.63482,1.64719
544.2,1.64437,1.64887,1.62856,1.63673
544.3,1.64936,1.64615,1.62872,1.64926
544.4,1.64946,1.65251,1.63647,1.64174
544.5,1.6452,1.64668,1.62518,1.64168
544.6,1.64576,1.65108,1.6286,1.64732
544.7,1.65096,1.64971,1.63111,1.64424
544.8,1.64408,1.64887,1.63619,1.64839
544.9,1.65085,1.65099,1.62906,1.64657
545,1.65215,1.64771,1.63337,1.65467
545.1,1.65255,1.64279,1.63794,1.6497
545.2,1.64874,1.64887,1.62854,1.64676
545.3,1.64954,1.64314,1.63749,1.64469
545.4,1.64648,1.63886,1.63314,1.65136
545.5,1.64133,1.64901,1.62966,1.64508
545.6,1.65213,1.64923,1.64058,1.64565
545.7,1.65428,1.64244,1.63169,1.65236
545.8,1.65274,1.64243,1.63665,1.64303
545.9,1.65041,1.63992,1.63162,1.64517
546,1.64822,1.64639,1.63458,1.63958
546.1,1.64436,1.63855,1.63479,1.6381
546.2,1.64846,1.64863,1.63163,1.63883
546.3,1.65185,1.64542,1.63659,1.64658
546.4,1.64446,1.64232,1.63081,1.64332
546.5,1.64491,1.64003,1.63226,1.64409
546.6,1.6462,1.6457,1.63155,1.64432
546.7,1.64793,1.6398,1.63759,1.64716
546.8,1.64465,1.64251,1.6276,1.64513
546.9,1.64455,1.64582,1.63601,1.64449
547,1.65199,1.64268,1.63655,1.63978
547.1,1.64402,1.64305,1.63563,1.64427
547.2,1.64936,1.6448,1.63365,1.64227
547.3,1.64014,1.64564,1.63463,1.63923
547.4,1.64824,1.64496,1.63518,1.63936
547.5,1.65113,1.6422,1.63078,1.64647
547.6,1.65405,1.64283,1.63235,1.63752
547.7,1.64949,1.64425,1.63014,1.63564
547.8,1.6495,1.64076,1.62785,1.64022
547.9,1.65284,1.64714,1.62598,1.64102
548,1.6547,1.63906,1.63114,1.64503
548.1,1.64784,1.64654,1.63819,1.64875
548.2,1.64718,1.64574,1.63386,1.64315
548.3,1.64636,1.6486,1.62667,1.6492
548.4,1.64384,1.64277,1.63741,1.64622
548.5,1.64309,1.65104,1.63427,1.65582
548.6,1.63916,1.6463,1.63346,1.64704
548.7,1.64898,1.64904,1.63591,1.6483
548.8,1.64747,1.64518,1.6277,1.6496
548.9,1.64916,1.64475,1.62191,1.65619
549,1.64306,1.64779,1.62279,1.64139
549.1,1.64245,1.64835,1.62303,1.65402
549.2,1.64995,1.64344,1.62826,1.65326
549.3,1.64833,1.64825,1.6317,1.64526
549.4,1.64984,1.64814,1.63268,1.64625
549.5,1.64601,1.64394,1.63194,1.65292
549.6,1.64904,1.64403,1.63495,1.6492
549.7,1.64921,1.64754,1.62589,1.65175
549.8,1.64786,1.64499,1.62711,1.65
549.9,1.64385,1.63915,1.62975,1.64343
550,1.64629,1.64418,1.63452,1.64512
550.1,1.64006,1.64885,1.63438,1.63978
550.2,1.64812,1.64931,1.63539,1.64926
550.3,1.645,1.64953,1.63606,1.64698
550.4,1.64837,1.64556,1.63375,1.64321
550.5,1.64351,1.64609,1.63714,1.64969
550.6,1.65481,1.64244,1.63432,1.65124
550.7,1.65131,1.64826,1.63792,1.64046
550.8,1.64724,1.64997,1.62979,1.64952
550.9,1.65013,1.65466,1.63437,1.64413
551,1.6487,1.64435,1.63103,1.64772
551.1,1.65442,1.64704,1.63256,1.64818
551.2,1.64311,1.64569,1.63773,1.64411
551.3,1.64877,1.65261,1.63264,1.64299
551.4,1.64545,1.648,1.63059,1.64926
551.5,1.64527,1.64349,1.63527,1.64589
551.6,1.65178,1.64533,1.62962,1.6434
551.7,1.64538,1.65156,1.63285,1.65236
551.8,1.64436,1.64796,1.6284,1.64261
551.9,1.65079,1.64598,1.63972,1.64086
552,1.64397,1.65101,1.63645,1.64831
552.1,1.6463,1.6446,1.63386,1.64991
552.2,1.6465,1.65139,1.64228,1.64019
552.3,1.64424,1.65058,1.63767,1.64976
552.4,1.64587,1.64665,1.63512,1.653
552.5,1.64894,1.64085,1.63475,1.64834
552.6,1.64248,1.65207,1.63431,1.64289
552.7,1.64633,1.64698,1.63796,1.64246
552.8,1.647,1.64605,1.63747,1.64938
552.9,1.64331,1.64817,1.63396,1.64816
553,1.64966,1.64817,1.62703,1.65181
553.1,1.65103,1.64838,1.63643,1.64413
553.2,1.64577,1.64876,1.63444,1.651
553.3,1.64557,1.64872,1.63684,1.64934
553.4,1.65005,1.64892,1.63285,1.65452
553.5,1.64455,1.65028,1.63431,1.64723
553.6,1.64579,1.65055,1.63581,1.6444
553.7,1.64525,1.65046,1.63575,1.64596
553.8,1.6425,1.65568,1.63545,1.65061
553.9,1.64854,1.65025,1.64014,1.64371
554,1.65079,1.65712,1.63826,1.65295
554.1,1.64914,1.6551,1.63625,1.65629
554.2,1.64489,1.65256,1.63268,1.65102
554.3,1.64376,1.6499,1.63542,1.65393
554.4,1.64775,1.64697,1.63059,1.65078
554.5,1.65001,1.64326,1.63974,1.64947
554.6,1.64947,1.65101,1.63875,1.65647
554.7,1.65115,1.6457,1.63594,1.6491
554.8,1.64954,1.64696,1.64052,1.641
554.9,1.65103,1.64179,1.63581,1.64602
555,1.64955,1.64246,1.6342,1.6417
555.1,1.65006,1.64536,1.63673,1.65263
555.2,1.64275,1.64477,1.6323,1.64733
555.3,1.6499,1.64808,1.64238,1.64774
555.4,1.6535,1.64856,1.63321,1.64724
555.5,1.6485,1.64896,1.63887,1.65167
555.6,1.64603,1.64827,1.64118,1.64994
555.7,1.64698,1.64776,1.63493,1.64937
555.8,1.65206,1.65384,1.63389,1.6442
555.9,1.64312,1.64248,1.64321,1.65495
556,1.64678,1.64249,1.64237,1.64399
556.1,1.64004,1.64613,1.64056,1.64911
556.2,1.64691,1.64704,1.63898,1.64745
556.3,1.64918,1.64149,1.64347,1.6483
556.4,1.65059,1.65318,1.63707,1.64903
556.5,1.64551,1.65239,1.64322,1.64504
556.6,1.65145,1.65008,1.63503,1.64456
556.7,1.65352,1.64501,1.63409,1.64716
556.8,1.64406,1.65106,1.64154,1.65481
556.9,1.64761,1.64602,1.63882,1.64331
557,1.64882,1.64391,1.64053,1.64929
557.1,1.64074,1.65174,1.63474,1.64885
557.2,1.65241,1.64685,1.6363,1.64874
557.3,1.64837,1.65386,1.63896,1.64985
557.4,1.64731,1.65195,1.64336,1.64825
557.5,1.64807,1.64971,1.63831,1.64534
557.6,1.64507,1.64574,1.64166,1.6474
557.7,1.64458,1.64093,1.63689,1.65361
557.8,1.63953,1.64979,1.64301,1.64922
557.9,1.64122,1.64697,1.63602,1.64564
558,1.64385,1.64745,1.64274,1.64255
558.1,1.64618,1.64479,1.63195,1.6438
558.2,1.64579,1.65035,1.63059,1.64702
558.3,1.63812,1.65529,1.63251,1.64749
558.4,1.64486,1.65307,1.63924,1.64381
558.5,1.64409,1.63852,1.64399,1.64766
558.6,1.64846,1.64585,1.64081,1.65183
558.7,1.6509,1.65389,1.641,1.64824
558.8,1.64644,1.6527,1.6395,1.65067
558.9,1.63657,1.64948,1.63967,1.64595
559,1.64374,1.6565,1.63785,1.64674
559.1,1.64693,1.65123,1.63784,1.64921
559.2,1.63989,1.64526,1.6347,1.65119
559.3,1.64492,1.65097,1.64235,1.65109
559.4,1.64351,1.64466,1.64138,1.65257
559.5,1.64767,1.64891,1.64476,1.65589
559.6,1.64503,1.64699,1.6404,1.6561
559.7,1.65097,1.64443,1.64337,1.65899
559.8,1.64921,1.64308,1.63666,1.64652
559.9,1.65364,1.64865,1.63788,1.65697
560,1.65138,1.64624,1.63418,1.64581
560.1,1.65082,1.63642,1.63489,1.65279
560.2,1.64364,1.6459,1.63059,1.65488
560.3,1.64507,1.64615,1.63357,1.6535
560.4,1.64885,1.6509,1.63214,1.65174
560.5,1.63989,1.64602,1.63236,1.64853
560.6,1.6486,1.64466,1.63508,1.652
560.7,1.64131,1.64851,1.63838,1.65591
560.8,1.64198,1.6449,1.63246,1.65794
560.9,1.64614,1.65065,1.63053,1.65231
561,1.64046,1.64644,1.62858,1.64817
561.1,1.63953,1.64798,1.63285,1.64316
561.2,1.6434,1.6505,1.63897,1.64783
561.3,1.641,1.65075,1.64021,1.64855
561.4,1.64594,1.64645,1.6425,1.64919
561.5,1.6449,1.6437,1.63827,1.64847
561.6,1.63872,1.64824,1.63424,1.63986
561.7,1.6456,1.64825,1.63492,1.64869
561.8,1.64162,1.64789,1.6368,1.64857
561.9,1.6414,1.64498,1.63399,1.6441
562,1.64835,1.64692,1.63464,1.64222
562.1,1.64044,1.6451,1.64362,1.64412
562.2,1.64081,1.64337,1.63712,1.64794
562.3,1.64263,1.63854,1.63959,1.6437
562.4,1.64436,1.64091,1.63442,1.64633
562.5,1.64212,1.65077,1.63811,1.64832
562.6,1.63852,1.64619,1.63698,1.64751
562.7,1.64619,1.64669,1.63773,1.64479
562.8,1.6485,1.64671,1.63849,1.6492
562.9,1.65113,1.64016,1.63911,1.64203
563,1.64364,1.64408,1.64104,1.6494
563.1,1.6439,1.64929,1.63938,1.64791
563.2,1.64234,1.64301,1.6408,1.65005
563.3,1.64824,1.648,1.63892,1.64714
563.4,1.64946,1.64671,1.63609,1.65018
563.5,1.64544,1.64173,1.648,1.65133
563.6,1.64622,1.64027,1.63467,1.64971
563.7,1.64296,1.6438,1.64072,1.64551
563.8,1.64736,1.64379,1.63635,1.65005
563.9,1.64801,1.64762,1.64249,1.64625
564,1.64663,1.6467,1.64044,1.64741
564.1,1.64768,1.6404,1.64313,1.64308
564.2,1.64616,1.64848,1.64176,1.65414
564.3,1.64891,1.64388,1.64058,1.64938
564.4,1.64816,1.64017,1.64089,1.65918
564.5,1.65419,1.64215,1.64981,1.65274
564.6,1.63996,1.64912,1.64223,1.65101
564.7,1.65133,1.64836,1.64617,1.6503
564.8,1.6473,1.64213,1.65373,1.65314
564.9,1.64724,1.65122,1.64343,1.65408
565,1.64524,1.6488,1.64599,1.65435
565.1,1.64246,1.64027,1.64191,1.6426
565.2,1.6417,1.64337,1.63726,1.64053
565.3,1.64917,1.64656,1.64436,1.64158
565.4,1.64499,1.64526,1.6445,1.64361
565.5,1.64244,1.64556,1.63396,1.64532
565.6,1.64638,1.64743,1.64309,1.64505
565.7,1.6436,1.65171,1.63726,1.64647
565.8,1.65105,1.6459,1.64058,1.65078
565.9,1.64227,1.65224,1.63971,1.64222
566,1.64761,1.64335,1.63907,1.64588
566.1,1.64279,1.64551,1.64157,1.64764
566.2,1.64101,1.64442,1.64343,1.64884
566.3,1.64005,1.64722,1.64093,1.64979
566.4,1.64788,1.6378,1.64067,1.64379
566.5,1.64496,1.64314,1.6398,1.64807
566.6,1.64411,1.65173,1.63932,1.65186
566.7,1.64598,1.64855,1.64045,1.65287
566.8,1.64017,1.6468,1.64064,1.65308
566.9,1.64412,1.64515,1.64027,1.65128
567,1.64539,1.64969,1.63723,1.64754
567.1,1.64354,1.64916,1.64135,1.64969
567.2,1.64343,1.64525,1.64256,1.64606
567.3,1.64691,1.64238,1.64255,1.64791
567.4,1.64573,1.64174,1.64946,1.64923
567.5,1.645,1.64435,1.63707,1.65085
567.6,1.64781,1.65347,1.63842,1.6554
567.7,1.64216,1.64915,1.63661,1.6468
567.8,1.6415,1.65345,1.63976,1.64877
567.9,1.64791,1.64594,1.64152,1.65062
568,1.64525,1.64448,1.642,1.65133
568.1,1.6502,1.65169,1.64028,1.64932
568.2,1.65339,1.65059,1.64024,1.64093
568.3,1.64231,1.64816,1.64249,1.65367
568.4,1.63954,1.63968,1.64568,1.64176
568.5,1.64537,1.65033,1.63911,1.65077
568.6,1.64468,1.64546,1.64778,1.65029
568.7,1.64778,1.64406,1.64128,1.64542
568.8,1.64496,1.64615,1.64195,1.64404
568.9,1.65222,1.64644,1.64649,1.6539
569,1.64734,1.6398,1.64384,1.65079
569.1,1.64687,1.64586,1.64133,1.65015
569.2,1.64488,1.65156,1.64243,1.64849
569.3,1.64489,1.64393,1.63304,1.6464
569.4,1.63748,1.64646,1.64811,1.65275
569.5,1.64697,1.64557,1.64253,1.64571
569.6,1.65184,1.64594,1.64109,1.65656
569.7,1.64663,1.65131,1.64143,1.64166
569.8,1.64484,1.64526,1.64226,1.64468
569.9,1.64532,1.64271,1.63575,1.64587
570,1.64619,1.65064,1.6452,1.64059
570.1,1.64965,1.64537,1.64458,1.65041
570.2,1.64741,1.64734,1.63852,1.64821
570.3,1.6408,1.64817,1.64203,1.65614
570.4,1.63698,1.64758,1.63299,1.64762
570.5,1.64709,1.64694,1.63637,1.65446
570.6,1.64426,1.64892,1.63556,1.64881
570.7,1.64311,1.64786,1.63298,1.64384
570.8,1.64345,1.64504,1.63594,1.65521
570.9,1.65253,1.64861,1.63783,1.64524
571,1.64801,1.64427,1.64586,1.64502
571.1,1.64232,1.64028,1.6428,1.65026
571.2,1.64427,1.64542,1.64592,1.64653
571.3,1.64519,1.64852,1.63788,1.6501
571.4,1.64695,1.64003,1.6431,1.64624
571.5,1.64644,1.64292,1.63519,1.64869
571.6,1.64689,1.64344,1.63316,1.64279
571.7,1.64527,1.64673,1.64142,1.64965
571.8,1.64689,1.63968,1.64422,1.64605
571.9,1.64248,1.64385,1.64268,1.65226
572,1.64282,1.63811,1.63633,1.64481
572.1,1.64234,1.64741,1.6399,1.65789
572.2,1.63978,1.64473,1.63364,1.64635
572.3,1.64108,1.64984,1.63039,1.64864
572.4,1.6425,1.64827,1.63662,1.64998
572.5,1.64118,1.64512,1.63591,1.64619
572.6,1.64178,1.64868,1.64403,1.6508
572.7,1.64272,1.65767,1.63714,1.66009
572.8,1.64312,1.64706,1.64108,1.65267
572.9,1.63759,1.64787,1.64051,1.65126
573,1.64308,1.64509,1.64338,1.64886
573.1,1.64073,1.64888,1.64589,1.64925
573.2,1.64289,1.63813,1.63901,1.65236
573.3,1.63917,1.64213,1.64542,1.65415
573.4,1.64682,1.63363,1.64328,1.65232
573.5,1.64411,1.64423,1.64689,1.65342
573.6,1.65452,1.64807,1.63848,1.65591
573.7,1.65434,1.6458,1.63586,1.64784
573.8,1.64654,1.64893,1.63562,1.65279
573.9,1.64292,1.64367,1.63585,1.65299
574,1.64526,1.64639,1.63561,1.65796
574.1,1.64772,1.64447,1.63673,1.65106
574.2,1.64322,1.64338,1.63766,1.6512
574.3,1.65322,1.65006,1.63977,1.64655
574.4,1.64666,1.65169,1.63987,1.64722
574.5,1.64726,1.65034,1.63602,1.64876
574.6,1.64651,1.6499,1.64841,1.65405
574.7,1.64614,1.64603,1.64486,1.65156
574.8,1.64749,1.64896,1.639,1.65406
574.9,1.6437,1.6538,1.63671,1.64842
575,1.64642,1.6488,1.64386,1.6436
575.1,1.6436,1.64928,1.63874,1.65039
575.2,1.64797,1.64633,1.63877,1.65527
575.3,1.6467,1.6422,1.63536,1.64576
575.4,1.64595,1.64955,1.63619,1.65561
575.5,1.64555,1.64372,1.63936,1.65626
575.6,1.65248,1.64319,1.63293,1.65216
575.7,1.64804,1.64787,1.63377,1.65414
575.8,1.65304,1.65018,1.63828,1.65266
575.9,1.64624,1.65036,1.63797,1.6508
576,1.64925,1.64256,1.63674,1.65393
576.1,1.64745,1.63997,1.6415,1.65251
576.2,1.64386,1.64535,1.63738,1.65191
576.3,1.63938,1.64687,1.64135,1.65138
576.4,1.6477,1.6443,1.64068,1.64602
576.5,1.64885,1.64844,1.63566,1.64744
576.6,1.6507,1.64777,1.64231,1.64761
576.7,1.65294,1.64846,1.64606,1.65602
