Pose/Time (ns),Pose  1: PersScore 0.024 PoseScore 3.319 DockingScore -9.735,Pose  2: PersScore 0.161 PoseScore 4.181 DockingScore -7.816,Pose  3: PersScore 0.173 PoseScore 5.331 DockingScore -5.486,Pose  4: PersScore 0.170 PoseScore 6.607 DockingScore -5.076
5.272,2.589713345,3.962602306,4.042532579,4.988929449
5.273,2.589663271,3.962949556,4.042722144,4.989104633
5.274,2.589704696,3.96331427,4.042895878,4.989481215
5.275,2.589670151,3.96386087,4.043024144,4.989837388
5.276,2.590272463,3.964159051,4.043261658,4.990193569
5.277,2.590481745,3.96480603,4.043466466,4.990343017
5.278,2.590631856,3.965265193,4.043746025,4.990905615
5.279,2.591170583,3.965983422,4.043837941,4.991152018
5.28,2.591698326,3.966200548,4.04419123,4.991318338
5.281,2.59236548,3.966607171,4.044470125,4.991657491
5.282,2.592802993,3.96700337,4.044793727,4.992131886
5.283,2.592967705,3.967111511,4.045426076,4.992506465
5.284,2.593094878,3.967407689,4.045656878,4.992648633
5.285,2.593522536,3.967680027,4.045807555,4.992985586
5.286,2.593989678,3.968094389,4.045930483,4.993261658
5.287,2.594496662,3.968510992,4.046241249,4.993583997
5.288,2.59459734,3.968846911,4.04649748,4.993868942
5.289,2.595214128,3.969387506,4.046641104,4.994179406
5.29,2.595418314,3.969920291,4.046861753,4.994381125
5.291,2.595835683,3.970129028,4.046964281,4.994567253
5.292,2.59638865,3.970647787,4.047068893,4.994985953
5.293,2.597004431,3.970869107,4.047226969,4.995075256
5.294,2.597223042,3.971085401,4.047553071,4.995294379
5.295,2.597373983,3.971239984,4.047695072,4.99535632
5.296,2.597910487,3.971630755,4.047795486,4.995711265
5.297,2.598510369,3.971740122,4.047865244,4.995934681
5.298,2.598620047,3.972113165,4.048073403,4.996314451
5.299,2.598652419,3.972614046,4.048145908,4.996849759
5.3,2.59865026,3.972815251,4.048361378,4.997180428
5.301,2.598715648,3.973156166,4.048471146,4.997552159
5.302,2.599286237,3.97368907,4.048585952,4.998495274
5.303,2.599376355,3.974278823,4.048639048,4.999245711
5.304,2.599771822,3.974449219,4.048747351,4.999933313
5.305,2.600214878,3.974867909,4.048791537,5.000410554
5.306,2.600372144,3.975210545,4.049022829,5.000925693
5.307,2.600886647,3.975520648,4.049326519,5.001154534
5.308,2.600968646,3.975952504,4.049396618,5.001698053
5.309,2.601048541,3.976564929,4.049698176,5.002481448
5.31,2.601176815,3.976801123,4.049844053,5.003018824
5.311,2.601334173,3.977007735,4.049929685,5.003646232
5.312,2.60140145,3.977151935,4.050060851,5.003986814
5.313,2.601469218,3.977412921,4.050169527,5.004951314
5.314,2.601623023,3.977660396,4.05042871,5.005372521
5.315,2.601794764,3.978145112,4.050508751,5.005718403
5.316,2.601761309,3.978404303,4.050863061,5.00614323
5.317,2.60185325,3.97890387,4.051359848,5.006172231
5.318,2.601890882,3.979451404,4.051710987,5.006409051
5.319,2.601895734,3.979879872,4.051898823,5.00697323
5.32,2.601973942,3.98033851,4.052057442,5.007216052
5.321,2.601885117,3.980672726,4.052263317,5.007404306
5.322,2.602034572,3.980838664,4.052711767,5.008094536
5.323,2.602214491,3.981089493,4.053051375,5.008845795
5.324,2.602482307,3.981681561,4.053549035,5.009366236
5.325,2.602631722,3.982258333,4.053866265,5.010199538
5.326,2.602749676,3.982597018,4.054048478,5.010397493
5.327,2.603011173,3.982891181,4.054186076,5.011264957
5.328,2.603426275,3.983095869,4.054472753,5.011482739
5.329,2.603887518,3.983396934,4.05461861,5.011748321
5.33,2.604097282,3.983577508,4.054928137,5.011845078
5.331,2.604356844,3.983681596,4.055287171,5.012070086
5.332,2.604668219,3.983729609,4.055873255,5.012416623
5.333,2.605202288,3.983718159,4.056229895,5.012676317
5.334,2.605684206,3.983782602,4.056755251,5.012877162
5.335,2.606062369,3.983818353,4.056927663,5.013158456
5.336,2.606349657,3.983952164,4.05726283,5.013680461
5.337,2.60642894,3.984637132,4.057570335,5.01395652
5.338,2.606490137,3.984637145,4.057958488,5.014379874
5.339,2.606841687,3.984726134,4.058322804,5.015089096
5.34,2.607366383,3.985098245,4.058762693,5.015608248
5.341,2.607623477,3.985422789,4.05906592,5.016127581
5.342,2.608403614,3.985617535,4.059521473,5.016628888
5.343,2.60851973,3.986243863,4.059737782,5.017298961
5.344,2.609031449,3.986605511,4.060025289,5.01771726
5.345,2.609215523,3.986978626,4.060339601,5.017849716
5.346,2.609416006,3.987603562,4.060736488,5.01796996
5.347,2.609640973,3.987897134,4.061103647,5.018490573
5.348,2.610080855,3.988193264,4.061227179,5.018631607
5.349,2.61021931,3.9885617,4.061392761,5.01909051
5.35,2.610354232,3.989493876,4.061806756,5.019243769
5.351,2.610447206,3.98977248,4.062080161,5.01967984
5.352,2.61059596,3.989972204,4.062420116,5.019720607
5.353,2.610560462,3.990107001,4.062823018,5.020029027
5.354,2.610547163,3.990455637,4.063094157,5.020325487
5.355,2.610588223,3.990678663,4.063510918,5.020659759
5.356,2.610532504,3.99091369,4.063854464,5.020899393
5.357,2.610693906,3.991629736,4.064205899,5.021050297
5.358,2.610510958,3.991723797,4.064386242,5.021378979
5.359,2.610597499,3.991962592,4.064566297,5.021669361
5.36,2.610671192,3.992264643,4.064870195,5.021771426
5.361,2.610845013,3.992547291,4.065129157,5.022097364
5.362,2.610775384,3.992693025,4.065335431,5.022434983
5.363,2.610784447,3.992957976,4.065563773,5.022752648
5.364,2.610754027,3.993194429,4.065995145,5.023681222
5.365,2.610784129,3.993435404,4.066286528,5.024497299
5.366,2.61092471,3.993842348,4.066468637,5.024913043
5.367,2.610995187,3.994046817,4.066838877,5.025141405
5.368,2.610975973,3.99415167,4.067038768,5.025467561
5.369,2.611229302,3.994432895,4.067215029,5.02625705
5.37,2.611285825,3.994589742,4.06758785,5.027592323
5.371,2.61132682,3.99480591,4.067798545,5.027794158
5.372,2.611382804,3.994897317,4.068122448,5.028116435
5.373,2.611456717,3.995091726,4.068333738,5.028199322
5.374,2.611469141,3.995272853,4.068696404,5.028482243
5.375,2.611516354,3.995433466,4.068901666,5.028819748
5.376,2.611731444,3.99564282,4.069157919,5.029604471
5.377,2.611722084,3.995817138,4.069316594,5.030431892
5.378,2.611786699,3.995925488,4.06966335,5.03084884
5.379,2.611908274,3.996178213,4.069929423,5.031488497
5.38,2.611741584,3.996399305,4.070345327,5.031961922
5.381,2.61180559,3.996579563,4.070706248,5.032027748
5.382,2.612077448,3.996843145,4.070908312,5.032455932
5.383,2.61213631,3.99714397,4.071248074,5.033081586
5.384,2.612298492,3.997337149,4.071431875,5.033641261
5.385,2.612148812,3.99767427,4.071593608,5.034013256
5.386,2.612162581,3.997855054,4.071881459,5.03421493
5.387,2.612264127,3.998134779,4.072158997,5.034599104
5.388,2.612406306,3.99961052,4.072611419,5.035362012
5.389,2.61233341,3.999998518,4.072841462,5.035608386
5.39,2.612220999,4.000169597,4.073025813,5.03580018
5.391,2.612237444,4.001522572,4.073574577,5.036013838
5.392,2.612209631,4.001916132,4.073854908,5.036567454
5.393,2.612321522,4.002718279,4.074298824,5.03687667
5.394,2.612293827,4.00290103,4.074646549,5.0374939
5.395,2.612379747,4.003148982,4.074896731,5.038335314
5.396,2.612424083,4.003438037,4.075207678,5.038907693
5.397,2.612316506,4.003718831,4.075281614,5.039354348
5.398,2.612204115,4.003941613,4.075329738,5.040060412
5.399,2.612239586,4.004171381,4.075583351,5.040399285
5.4,2.612195422,4.004375882,4.075807117,5.04120187
5.401,2.612187523,4.004581659,4.076049219,5.041416767
5.402,2.612154136,4.004778186,4.076172807,5.042048582
5.403,2.612063182,4.00511428,4.076495143,5.04256983
5.404,2.61203021,4.005525545,4.076741727,5.043223335
5.405,2.612060957,4.00569311,4.076860748,5.044157394
5.406,2.612039469,4.006036188,4.076963699,5.044453355
5.407,2.611947195,4.006241101,4.077302126,5.045126211
5.408,2.612008838,4.006547159,4.07742688,5.045435892
5.409,2.612107973,4.006981549,4.077570629,5.046181315
5.41,2.612092598,4.00719242,4.077688799,5.046935782
5.411,2.612182643,4.007628189,4.077918649,5.047586733
5.412,2.612195263,4.008075211,4.077977711,5.048763435
5.413,2.612240226,4.008311623,4.078085639,5.04977784
5.414,2.612253199,4.008628103,4.07838205,5.050056505
5.415,2.612327523,4.009176974,4.078531454,5.050463505
5.416,2.612454149,4.009557105,4.078678786,5.051084853
5.417,2.612431127,4.009857941,4.079027166,5.051546497
5.418,2.612483992,4.010448124,4.079198819,5.052499578
5.419,2.612605165,4.010820988,4.079458523,5.053067329
5.42,2.612601864,4.011090752,4.079926645,5.053637062
5.421,2.612530166,4.011465897,4.080021737,5.054055535
5.422,2.612299399,4.011673326,4.08020065,5.054378873
5.423,2.612305071,4.011896319,4.080333946,5.055494458
5.424,2.612332318,4.012529876,4.08062042,5.055802906
5.425,2.612358587,4.013043457,4.080806111,5.055996639
5.426,2.612495341,4.013808907,4.081059038,5.056446379
5.427,2.612469725,4.013970213,4.081429441,5.056805891
5.428,2.612473292,4.014270015,4.081604226,5.057038468
5.429,2.612518614,4.014430429,4.081974058,5.057603912
5.43,2.612503661,4.014629881,4.08224482,5.057923532
5.431,2.612565947,4.015098318,4.082476582,5.058191754
5.432,2.612535751,4.015049271,4.0826376,5.058523696
5.433,2.612631259,4.015408336,4.082890462,5.058904455
5.434,2.612710719,4.015581905,4.083144547,5.05922666
5.435,2.612668239,4.016055835,4.083315632,5.059381631
5.436,2.612766851,4.016152438,4.08344015,5.059639671
5.437,2.61271767,4.016251024,4.083587646,5.059793983
5.438,2.61272722,4.016606251,4.083812218,5.059989608
5.439,2.61272772,4.0169731,4.08429609,5.060249072
5.44,2.612621493,4.017870157,4.084564362,5.060369506
5.441,2.612475615,4.020180081,4.084733472,5.060667087
5.442,2.612578531,4.02034564,4.085087192,5.060722611
5.443,2.612429212,4.020413043,4.085246428,5.061273588
5.444,2.61245343,4.020463601,4.085348613,5.061462546
5.445,2.612510854,4.020621503,4.085624688,5.061710453
5.446,2.61236748,4.020856821,4.085843395,5.06218263
5.447,2.612333172,4.02131157,4.086007225,5.062311073
5.448,2.612367702,4.021371945,4.086184349,5.062616848
5.449,2.612390743,4.021426243,4.086374355,5.062841043
5.45,2.612366031,4.02147885,4.086469705,5.063213399
5.451,2.612465199,4.021553884,4.08659816,5.063237282
5.452,2.612549649,4.021590991,4.086690792,5.063648525
5.453,2.612642244,4.021585534,4.086811363,5.063878232
5.454,2.612664885,4.021680276,4.086946262,5.06438555
5.455,2.612637004,4.021751508,4.08701377,5.06460008
5.456,2.612744421,4.021732389,4.087102161,5.064667535
5.457,2.612760815,4.021845401,4.087160441,5.064856515
5.458,2.612677013,4.022018686,4.087223179,5.065215958
5.459,2.612546771,4.022001725,4.087305954,5.065420478
5.46,2.612591141,4.022018303,4.087416132,5.065684104
5.461,2.612730276,4.022030368,4.087470158,5.065935196
5.462,2.612838059,4.022042856,4.087542868,5.06619916
5.463,2.612878938,4.022124771,4.087560447,5.066332936
5.464,2.612779719,4.022303381,4.08759671,5.066470999
5.465,2.612635556,4.022326412,4.08771746,5.066873736
5.466,2.612632069,4.022771309,4.087772855,5.067656733
5.467,2.612688442,4.022981887,4.087795081,5.068313202
5.468,2.612592898,4.023083186,4.08796616,5.06849302
5.469,2.612475878,4.023528913,4.088060275,5.069136521
5.47,2.612481907,4.023641828,4.08816718,5.069582897
5.471,2.612521336,4.023727624,4.088249536,5.06979073
5.472,2.612559126,4.023810276,4.08835911,5.069948412
5.473,2.612674388,4.023763236,4.088793152,5.070049271
5.474,2.612807739,4.023895083,4.088898849,5.070198051
5.475,2.612817046,4.024009936,4.08898371,5.070495478
5.476,2.612959598,4.024039812,4.089077536,5.070977507
5.477,2.612935976,4.02414221,4.089173177,5.071835835
5.478,2.612956566,4.02483239,4.089339709,5.072472766
5.479,2.613045775,4.025430441,4.089407252,5.07261941
5.48,2.613078728,4.025847562,4.089435821,5.072886426
5.481,2.612977351,4.02591106,4.08949988,5.073429742
5.482,2.613026763,4.026475382,4.089588706,5.07404682
5.483,2.613091809,4.026857354,4.089662359,5.074548353
5.484,2.613169329,4.027162713,4.089783437,5.074798933
5.485,2.613147315,4.027303965,4.089820107,5.075018068
5.486,2.613335152,4.027447362,4.089871572,5.075773692
5.487,2.613483103,4.027975468,4.089996206,5.076373255
5.488,2.613492731,4.02825213,4.090257145,5.076622845
5.489,2.613532598,4.028499309,4.090573277,5.076830532
5.49,2.613584253,4.028942856,4.090667324,5.077467306
5.491,2.613713676,4.029312537,4.091029823,5.077813249
5.492,2.613854046,4.029430794,4.091204503,5.078016846
5.493,2.61400005,4.029748556,4.091422571,5.078235117
5.494,2.613996271,4.02995375,4.091517703,5.078689887
5.495,2.614165537,4.030039898,4.09167725,5.07888786
5.496,2.614257607,4.030085079,4.091782561,5.079351547
5.497,2.614335454,4.030142109,4.092119709,5.079442032
5.498,2.61444106,4.030134669,4.092450175,5.079607796
5.499,2.61453758,4.030079116,4.092632829,5.07975219
5.5,2.614756127,4.030037072,4.092911749,5.079969059
5.501,2.614902392,4.029955294,4.093193203,5.080423521
5.502,2.614947398,4.030112382,4.09339162,5.080520285
5.503,2.615039118,4.030249702,4.093773875,5.080623352
5.504,2.614991331,4.030248354,4.094038081,5.080891718
5.505,2.615111591,4.030229425,4.094372591,5.081296543
5.506,2.615152063,4.030152888,4.09448386,5.081441471
5.507,2.615327073,4.030116543,4.094589811,5.08172505
5.508,2.615272215,4.030043892,4.094977285,5.081781509
5.509,2.615216953,4.030035198,4.095286221,5.082014178
5.51,2.6153833,4.029977122,4.095543868,5.082179085
5.511,2.61546462,4.030234952,4.095696861,5.082187292
5.512,2.615287024,4.030330649,4.095807136,5.082518902
5.513,2.615201399,4.030351059,4.095950244,5.082772542
5.514,2.615298843,4.030393619,4.0960056,5.082836263
5.515,2.615232314,4.030507599,4.096157686,5.082981897
5.516,2.615197877,4.030505294,4.096160085,5.083152284
5.517,2.615073258,4.030600987,4.096381773,5.083385313
5.518,2.615094348,4.030658901,4.09640865,5.083592957
5.519,2.615237785,4.030816593,4.09656934,5.083721687
5.52,2.615380665,4.03112439,4.096689021,5.083809797
5.521,2.615349568,4.031366089,4.096811816,5.084108186
5.522,2.615541349,4.031727545,4.097147019,5.084335279
5.523,2.615785861,4.031719751,4.097340113,5.084537054
5.524,2.61582862,4.032013433,4.097591461,5.084777086
5.525,2.615863869,4.032288038,4.097968557,5.085027943
5.526,2.615840355,4.032557298,4.098326246,5.085367514
5.527,2.61593635,4.032663337,4.09877356,5.085705063
5.528,2.615875065,4.032960339,4.09884944,5.086092722
5.529,2.616041967,4.033226561,4.098994216,5.086560656
5.53,2.616263285,4.033512252,4.099258722,5.087013395
5.531,2.616332036,4.033588141,4.099611765,5.087339154
5.532,2.616388457,4.033817447,4.099922008,5.087403088
5.533,2.616540563,4.034070513,4.100146433,5.087623676
5.534,2.616662081,4.034087608,4.100486567,5.087938029
5.535,2.616627749,4.034277478,4.100851343,5.088176158
5.536,2.616793217,4.034202776,4.101120741,5.088291751
5.537,2.616876816,4.034139455,4.101381144,5.08853533
5.538,2.616945548,4.034176224,4.101518764,5.088757913
5.539,2.617178956,4.034241226,4.101573059,5.088932152
5.54,2.61725433,4.034267781,4.101761252,5.089057945
5.541,2.617224988,4.034474337,4.101964127,5.08927361
5.542,2.617293664,4.034706034,4.102196644,5.089512117
5.543,2.61730389,4.035090536,4.102471667,5.089782523
5.544,2.617217987,4.035399953,4.102622364,5.090007525
5.545,2.617205218,4.03555873,4.102804805,5.090263797
5.546,2.617230652,4.035763688,4.103018391,5.090509313
5.547,2.617248247,4.036132583,4.103307381,5.090869627
5.548,2.617088378,4.036307026,4.103523653,5.091070465
5.549,2.61692547,4.036695704,4.103820951,5.091530952
5.55,2.616836343,4.036832527,4.104157574,5.091723624
5.551,2.616700018,4.037184588,4.104396975,5.092250819
5.552,2.616751189,4.037144109,4.104694605,5.092438077
5.553,2.616790482,4.037140485,4.104900748,5.092647728
5.554,2.616741123,4.037396118,4.105116819,5.092843964
5.555,2.616686932,4.037773865,4.105517313,5.093019629
5.556,2.616772685,4.038308228,4.105772967,5.093380554
5.557,2.616665102,4.038535097,4.106112824,5.094026026
5.558,2.616640989,4.038572064,4.106304161,5.094252438
5.559,2.616853718,4.038931553,4.106546096,5.094412262
5.56,2.616925364,4.039335777,4.106782029,5.094598856
5.561,2.617099924,4.039684446,4.106859437,5.094974658
5.562,2.617287271,4.040034149,4.107204625,5.095110207
5.563,2.617496119,4.040458523,4.107381889,5.095302141
5.564,2.617696971,4.040587552,4.107617004,5.095385548
5.565,2.617919833,4.040938421,4.107713432,5.095713174
5.566,2.618028008,4.04094673,4.107766693,5.095958029
5.567,2.618121683,4.041172547,4.108120989,5.096257481
5.568,2.618275024,4.041511248,4.108577214,5.096371882
5.569,2.618520088,4.041778291,4.108966997,5.09655685
5.57,2.618688858,4.042108482,4.109349347,5.096773091
5.571,2.618898641,4.042249975,4.109667194,5.099425317
5.572,2.619055088,4.042374892,4.10992571,5.099791054
5.573,2.619257221,4.0426898,4.110104876,5.100673483
5.574,2.619461688,4.043007933,4.110298259,5.100831859
5.575,2.619714926,4.043323616,4.110620966,5.101024482
5.576,2.61992631,4.043563291,4.110866379,5.101353479
5.577,2.620274683,4.044117363,4.110951184,5.101537006
5.578,2.620362953,4.04429113,4.111005407,5.10163829
5.579,2.620452737,4.044847467,4.111209431,5.101725113
5.58,2.620685095,4.044731831,4.111297635,5.101853497
5.581,2.620896125,4.045067074,4.111498977,5.10205905
5.582,2.621102953,4.045618821,4.1120884,5.102288307
5.583,2.621265065,4.045873212,4.112715686,5.102438974
5.584,2.62133949,4.046377988,4.11287239,5.10268093
5.585,2.621485306,4.046541225,4.11306175,5.102902553
5.586,2.621709982,4.046529333,4.113429536,5.103171755
5.587,2.621748025,4.04653056,4.113523459,5.103363704
5.588,2.621789138,4.046597564,4.113870402,5.103828423
5.589,2.622108853,4.046843425,4.113986485,5.104242132
5.59,2.622177725,4.046835315,4.114165228,5.104525281
5.591,2.62229572,4.046972943,4.114246128,5.105043842
5.592,2.622548585,4.047227592,4.114439712,5.105568572
5.593,2.622690977,4.047253661,4.114868042,5.105880775
5.594,2.622857532,4.047223319,4.115153885,5.105907692
5.595,2.622990225,4.047312606,4.11573778,5.106824282
5.596,2.623123348,4.047322735,4.115966217,5.107111332
5.597,2.623302983,4.047875536,4.116406987,5.107354908
5.598,2.623445192,4.047972528,4.116970359,5.107529161
5.599,2.623298596,4.048075007,4.117524836,5.107697892
5.6,2.623366458,4.048217196,4.117700022,5.107753593
5.601,2.62332906,4.048237009,4.118101295,5.107917323
5.602,2.623397525,4.048446291,4.118354995,5.107966771
5.603,2.623610412,4.048521919,4.118745672,5.108167276
5.604,2.623757484,4.048489558,4.119202411,5.108450849
5.605,2.623971948,4.048552752,4.119701631,5.108400868
5.606,2.624212018,4.048543286,4.120116134,5.108506812
5.607,2.624494482,4.048758331,4.120470701,5.108518875
5.608,2.624550393,4.049142993,4.120960664,5.108809553
5.609,2.624700387,4.049330232,4.121270131,5.109134584
5.61,2.624907318,4.049503321,4.12177704,5.109481328
5.611,2.625163011,4.049597044,4.12198108,5.110018994
5.612,2.625175196,4.049707416,4.122357006,5.110119378
5.613,2.625350062,4.05005,4.122895282,5.110212837
5.614,2.625595387,4.050098974,4.123400095,5.11041332
5.615,2.625685718,4.050547901,4.12372919,5.110443781
5.616,2.625784646,4.050901381,4.123898677,5.110561006
5.617,2.625906083,4.051397945,4.12415007,5.110834445
5.618,2.626093946,4.051742353,4.124439933,5.110856412
5.619,2.626235353,4.052049066,4.124621823,5.111086408
5.62,2.626534479,4.052309492,4.125349048,5.111139101
5.621,2.626700234,4.052257674,4.125593857,5.111437538
5.622,2.626831316,4.052248257,4.125910878,5.111418456
5.623,2.626864922,4.052246733,4.126630571,5.11168408
5.624,2.627106623,4.052230818,4.126930523,5.112081187
5.625,2.627380287,4.052297784,4.127238849,5.112194683
5.626,2.627622048,4.052933562,4.127494257,5.112461847
5.627,2.627797722,4.053079827,4.128045509,5.112592229
5.628,2.627907267,4.053227043,4.128507071,5.11278458
5.629,2.62811955,4.053359702,4.12886556,5.112838379
5.63,2.628296415,4.053390617,4.129322423,5.112893081
5.631,2.628375786,4.05345591,4.129626374,5.113163893
5.632,2.628445348,4.053616303,4.130161662,5.113230938
5.633,2.628615989,4.053808418,4.130386632,5.11329589
5.634,2.628713733,4.053881388,4.130802652,5.113601089
5.635,2.628962592,4.053928266,4.13100355,5.11371404
5.636,2.629180962,4.054000046,4.131221842,5.113946909
5.637,2.629401388,4.054079615,4.131551766,5.11393847
5.638,2.629724443,4.054062588,4.131818241,5.114153268
5.639,2.629837047,4.054010054,4.132016139,5.114193541
5.64,2.630066138,4.05409182,4.132277042,5.114270396
5.641,2.630227206,4.05405545,4.132466747,5.114477852
5.642,2.630396765,4.054150428,4.132619452,5.114453825
5.643,2.630566068,4.054198575,4.132782904,5.114594282
5.644,2.630765702,4.054299447,4.133043017,5.1147677
5.645,2.630793948,4.054367598,4.133428745,5.114861242
5.646,2.630943205,4.054484369,4.133889212,5.114828795
5.647,2.631045542,4.054704266,4.134191541,5.114780198
5.648,2.631252103,4.05490146,4.134429689,5.114777682
5.649,2.631381878,4.054944384,4.13467823,5.114991889
5.65,2.631616802,4.055085158,4.135127139,5.115076784
5.651,2.631886807,4.055182656,4.13560099,5.115088977
5.652,2.632164691,4.055337766,4.135977732,5.115114798
5.653,2.632389013,4.055537837,4.136344466,5.115249268
5.654,2.632540017,4.055678684,4.136596535,5.115484876
5.655,2.632656679,4.056009185,4.136771788,5.115959304
5.656,2.632817449,4.056143119,4.136988842,5.116259395
5.657,2.632976475,4.056145257,4.137375024,5.116635631
5.658,2.633138273,4.056209422,4.137997703,5.117012937
5.659,2.633236835,4.056437673,4.138376169,5.117218008
5.66,2.633495742,4.056488454,4.138784343,5.117385297
5.661,2.633540092,4.056471721,4.139305496,5.117968063
5.662,2.633671537,4.056904253,4.139706958,5.118368293
5.663,2.633826042,4.057048412,4.140118401,5.118532361
5.664,2.633999272,4.05735695,4.140322602,5.11884269
5.665,2.634134554,4.057331835,4.140494573,5.119088292
5.666,2.634324242,4.057471418,4.140599908,5.119619129
5.667,2.634495606,4.057438942,4.141104779,5.119792192
5.668,2.634646158,4.057670096,4.141235296,5.120220957
5.669,2.634724375,4.057936597,4.141725932,5.120593971
5.67,2.634860304,4.058057006,4.142156085,5.120774909
5.671,2.635050577,4.058224085,4.142424144,5.121059067
5.672,2.635236256,4.058497361,4.142796361,5.121597542
5.673,2.63537751,4.058859342,4.143093628,5.122240799
5.674,2.635578213,4.05915123,4.143465526,5.122633891
5.675,2.635833795,4.059581815,4.14371213,5.122851878
5.676,2.635945019,4.05989049,4.143958936,5.123263924
5.677,2.636063681,4.059954332,4.144311556,5.123830152
5.678,2.63621607,4.060418737,4.144922378,5.124431071
5.679,2.636456254,4.060859689,4.145702446,5.124939813
5.68,2.636624863,4.060932427,4.145868594,5.125246906
5.681,2.63672514,4.061161035,4.146264128,5.125679226
5.682,2.636815032,4.061653534,4.146824527,5.126008919
5.683,2.636979365,4.062100955,4.147128366,5.126550301
5.684,2.637148231,4.0624164,4.147414247,5.1266984
5.685,2.637245011,4.06299037,4.147951279,5.127077879
5.686,2.637395931,4.063318079,4.148379425,5.127613769
5.687,2.637455631,4.063852563,4.148723682,5.127972365
5.688,2.637514744,4.064484062,4.148800972,5.128342999
5.689,2.637552017,4.064643079,4.149071514,5.128707967
5.69,2.637578214,4.064856967,4.149323591,5.129267749
5.691,2.637719693,4.065377104,4.149773129,5.129673558
5.692,2.637797392,4.065543914,4.150274336,5.130183983
5.693,2.637884629,4.065901485,4.150362184,5.13045241
5.694,2.637970223,4.066289162,4.150556018,5.130980377
5.695,2.638045603,4.066915182,4.150637873,5.131246953
5.696,2.63814024,4.0675883,4.150936011,5.131774033
5.697,2.638340313,4.067895229,4.151170794,5.132133847
5.698,2.638387463,4.068375523,4.151414093,5.132818757
5.699,2.638618262,4.068407492,4.151678699,5.133368556
5.7,2.638724095,4.069332541,4.151766848,5.133762041
5.701,2.63882055,4.069666992,4.152163553,5.134416377
5.702,2.639015657,4.069931697,4.152754938,5.13459736
5.703,2.639211161,4.070325482,4.153571341,5.134915818
5.704,2.639308354,4.070915642,4.153666392,5.13520667
5.705,2.639463446,4.071375489,4.154249583,5.135517148
5.706,2.639568866,4.07213191,4.154867051,5.135852546
5.707,2.639674856,4.072385727,4.155101473,5.136555262
5.708,2.639828613,4.072927978,4.155413152,5.136951096
5.709,2.640100285,4.07313011,4.155590679,5.137693883
5.71,2.640288897,4.073568578,4.156127868,5.137928824
5.711,2.640399962,4.073884626,4.156211788,5.13846412
5.712,2.640535933,4.074207302,4.15635422,5.139218106
5.713,2.640671179,4.074626221,4.156686523,5.140386031
5.714,2.640888004,4.075139262,4.156822217,5.140688634
5.715,2.64100821,4.075429135,4.157228493,5.141214251
5.716,2.641294537,4.075807103,4.157610278,5.141407809
5.717,2.641562311,4.076078557,4.158066823,5.141744538
5.718,2.641745925,4.076623669,4.158917938,5.141975568
5.719,2.641979875,4.076928703,4.159329041,5.142386899
5.72,2.642216247,4.077098267,4.159751,5.1428353
5.721,2.642357768,4.077391866,4.160216702,5.143211558
5.722,2.64246659,4.077879705,4.16050149,5.143995496
5.723,2.642543752,4.078403353,4.160640589,5.144470085
5.724,2.64258772,4.078789627,4.16072171,5.145194564
5.725,2.642589765,4.07906355,4.160873456,5.146017355
5.726,2.642805973,4.079303543,4.160957054,5.146265296
5.727,2.643000046,4.079612965,4.161174219,5.146810443
5.728,2.643127582,4.080133602,4.161369978,5.147196944
5.729,2.643171377,4.080638449,4.161453305,5.147734431
5.73,2.643261199,4.081094809,4.161752883,5.148113092
5.731,2.643327632,4.081378835,4.161794346,5.148719989
5.732,2.643466467,4.081873034,4.162009784,5.14909831
5.733,2.643584695,4.082313994,4.162293056,5.149494986
5.734,2.64385746,4.082589413,4.162407735,5.14977709
5.735,2.644114625,4.083089595,4.162522939,5.150040134
5.736,2.644376556,4.083314143,4.162809606,5.15036043
5.737,2.644568801,4.083440046,4.162886614,5.15153564
5.738,2.644809717,4.083672861,4.16301,5.151774432
5.739,2.644922963,4.083855878,4.163060816,5.152307811
5.74,2.64507437,4.084101588,4.16314041,5.152963804
5.741,2.645191631,4.084174295,4.16325775,5.153377897
5.742,2.645389006,4.084290397,4.163333742,5.153908013
5.743,2.645700926,4.084612557,4.163434676,5.154681857
5.744,2.645894203,4.084674104,4.163458235,5.155228596
5.745,2.64608842,4.084833065,4.163560766,5.156034113
5.746,2.646321994,4.084968681,4.163712618,5.156467588
5.747,2.646492023,4.085146169,4.163805274,5.156867084
5.748,2.646754622,4.085527667,4.163902337,5.157266758
5.749,2.646998753,4.08615283,4.164109158,5.158001521
5.75,2.647332202,4.086211624,4.164301775,5.158521972
5.751,2.647615725,4.086681784,4.164313755,5.158981383
5.752,2.647895341,4.08693043,4.164321354,5.159392892
5.753,2.648186126,4.08747268,4.164432838,5.159729549
5.754,2.648551507,4.087805748,4.164606782,5.159961896
5.755,2.648702902,4.088234343,4.164671837,5.160178246
5.756,2.648865513,4.088444484,4.164729636,5.160597628
5.757,2.649005074,4.088656456,4.164869196,5.161064909
5.758,2.649097703,4.088909624,4.165087421,5.161050395
5.759,2.649368321,4.089267106,4.165189779,5.161299571
5.76,2.649603025,4.089541044,4.165318879,5.161549269
5.761,2.649684371,4.089727827,4.165457873,5.161827452
5.762,2.650007143,4.089943953,4.165552404,5.16212285
5.763,2.650317659,4.090240912,4.165568147,5.1623388
5.764,2.650585013,4.090494335,4.16564536,5.162567326
5.765,2.650721982,4.090955621,4.165697928,5.162892625
