Pose/Time (ns),Pose 1: PersScore 0.214 PoseScore 1.633 DockingScore -15.753,Pose 2: PersScore 0.277 PoseScore 2.633 DockingScore -14.718
5.432,1.200900925,2.033345726
5.433,1.201010161,2.03344822
5.434,1.201000067,2.033610724
5.435,1.201178311,2.033733378
5.436,1.201231738,2.03377157
5.437,1.20142553,2.033877252
5.438,1.201498608,2.033988643
5.439,1.20147345,2.034044506
5.44,1.201534239,2.033916886
5.441,1.201580219,2.033877173
5.442,1.201607556,2.033809589
5.443,1.201623103,2.033845756
5.444,1.201619293,2.033904411
5.445,1.20158854,2.033944665
5.446,1.201660995,2.03397591
5.447,1.201687789,2.034102658
5.448,1.201624624,2.034121058
5.449,1.201527698,2.034191331
5.45,1.201539416,2.034241556
5.451,1.201552247,2.03434479
5.452,1.201537898,2.034340779
5.453,1.201500025,2.034356809
5.454,1.201666299,2.034462231
5.455,1.201867364,2.034546963
5.456,1.202024151,2.034647766
5.457,1.202005709,2.034778287
5.458,1.202022366,2.034808208
5.459,1.202091937,2.034905781
5.46,1.202126963,2.035007725
5.461,1.202254124,2.035079924
5.462,1.202416019,2.035156632
5.463,1.202481665,2.035300106
5.464,1.202606938,2.035378164
5.465,1.202660067,2.035503543
5.466,1.202765682,2.035707874
5.467,1.202905745,2.035846453
5.468,1.202946108,2.035969789
5.469,1.203049781,2.036045741
5.47,1.203172708,2.036196813
5.471,1.20325451,2.036342741
5.472,1.203311992,2.036595466
5.473,1.203555697,2.036821158
5.474,1.203697823,2.037037472
5.475,1.203867769,2.037163418
5.476,1.203921437,2.037278738
5.477,1.204015148,2.037455459
5.478,1.204120098,2.037577209
5.479,1.204178454,2.037643957
5.48,1.204263785,2.03780825
5.481,1.204321807,2.037861174
5.482,1.204437308,2.037973201
5.483,1.20444213,2.038103976
5.484,1.204480649,2.038251857
5.485,1.204608201,2.038391951
5.486,1.204858657,2.038502891
5.487,1.205010241,2.038620235
5.488,1.20516039,2.038767451
5.489,1.205280802,2.03891391
5.49,1.205483481,2.039023159
5.491,1.205669786,2.039130382
5.492,1.205853339,2.039201031
5.493,1.205982123,2.039384492
5.494,1.206179216,2.039514727
5.495,1.206360254,2.039625776
5.496,1.206503019,2.039743587
5.497,1.206687793,2.039853593
5.498,1.20681459,2.039889494
5.499,1.206960592,2.039877836
5.5,1.207162173,2.040053977
5.501,1.207182699,2.040190724
5.502,1.207264559,2.040320806
5.503,1.207301128,2.040408562
5.504,1.207307779,2.040496103
5.505,1.207262299,2.040594336
5.506,1.207254103,2.040733964
5.507,1.207214306,2.04087147
5.508,1.207211538,2.041054669
5.509,1.207233686,2.041150588
5.51,1.207330138,2.041189098
5.511,1.207524024,2.04129629
5.512,1.20755433,2.041396235
5.513,1.20759372,2.041576584
5.514,1.207684682,2.041714579
5.515,1.207735354,2.041879103
5.516,1.207794701,2.041976893
5.517,1.207793382,2.04255701
5.518,1.207842525,2.042646378
5.519,1.207902617,2.042703399
5.52,1.207948408,2.042789436
5.521,1.207988298,2.042846992
5.522,1.208063053,2.042944106
5.523,1.208079369,2.043093862
5.524,1.208145965,2.043117844
5.525,1.208212248,2.043235013
5.526,1.208218059,2.043296501
5.527,1.208346788,2.043380342
5.528,1.208354977,2.043510441
5.529,1.208335886,2.043554584
5.53,1.208392912,2.043675617
5.531,1.20847566,2.043676109
5.532,1.208557541,2.043740284
5.533,1.208683357,2.043727364
5.534,1.208828119,2.043794899
5.535,1.209019486,2.043833789
5.536,1.209159506,2.043923145
5.537,1.209304385,2.043987454
5.538,1.209426725,2.044049207
5.539,1.209483712,2.044114353
5.54,1.209456747,2.04416239
5.541,1.209418611,2.044213837
5.542,1.209463152,2.044299626
5.543,1.209461407,2.044332019
5.544,1.209465748,2.044419393
5.545,1.209508829,2.044507108
5.546,1.209561739,2.044499856
5.547,1.209683529,2.044658329
5.548,1.209816812,2.044716611
5.549,1.209941264,2.044772715
5.55,1.210001275,2.044815876
5.551,1.21006542,2.044884383
5.552,1.210028781,2.044946458
5.553,1.210089169,2.045049411
5.554,1.210154314,2.045350636
5.555,1.210274742,2.045396348
5.556,1.210403133,2.045644423
5.557,1.210453881,2.045681261
5.558,1.210470385,2.046244268
5.559,1.210490234,2.046197062
5.56,1.210475891,2.046151941
5.561,1.210548397,2.046140162
5.562,1.210628519,2.046103311
5.563,1.210599484,2.046077414
5.564,1.210587198,2.046366854
5.565,1.21062595,2.046330981
5.566,1.210590095,2.046293247
5.567,1.210602775,2.046275105
5.568,1.210676748,2.04636124
5.569,1.21065457,2.046377378
5.57,1.210612451,2.046370205
5.571,1.210670647,2.046375809
5.572,1.210712162,2.047244631
5.573,1.210743591,2.048156221
5.574,1.210717012,2.048560303
5.575,1.210829785,2.048588249
5.576,1.210932353,2.048601277
5.577,1.211020075,2.048694979
5.578,1.211060943,2.048711384
5.579,1.211149992,2.048786836
5.58,1.211238961,2.048844813
5.581,1.211367573,2.048935592
5.582,1.211554777,2.049007445
5.583,1.211753246,2.049048473
5.584,1.211810669,2.049161955
5.585,1.21195652,2.049200222
5.586,1.212090451,2.049347771
5.587,1.212167372,2.049468581
5.588,1.212205443,2.049597362
5.589,1.212307123,2.049746517
5.59,1.212333075,2.049777884
5.591,1.212401259,2.049905402
5.592,1.212460921,2.050094563
5.593,1.212547472,2.050626482
5.594,1.212642877,2.050803407
5.595,1.212812652,2.05130433
5.596,1.212962999,2.051358427
5.597,1.213048883,2.051490862
5.598,1.213122468,2.05228028
5.599,1.21328918,2.052396302
5.6,1.213376071,2.052527659
5.601,1.21343875,2.05253601
5.602,1.213460406,2.052575617
5.603,1.2135995,2.05264848
5.604,1.213784539,2.052669499
5.605,1.213903564,2.052706503
5.606,1.214014508,2.052727728
5.607,1.214118676,2.052753884
5.608,1.214296365,2.052762201
5.609,1.214423297,2.05283189
5.61,1.214542705,2.052850397
5.611,1.214630479,2.052848253
5.612,1.2146979,2.052893368
5.613,1.214864385,2.052891373
5.614,1.215036582,2.052883129
5.615,1.215094614,2.052791509
5.616,1.215185166,2.052688005
5.617,1.215293394,2.052681375
5.618,1.215377547,2.052636861
5.619,1.215450056,2.05261637
5.62,1.215644673,2.052494781
5.621,1.215810171,2.052455328
5.622,1.216064009,2.052458359
5.623,1.216246115,2.052412515
5.624,1.21643761,2.052431127
5.625,1.21665475,2.052370794
5.626,1.216864829,2.052349239
5.627,1.217134301,2.052340601
5.628,1.217202651,2.053090738
5.629,1.217232755,2.053157433
5.63,1.217302305,2.053244232
5.631,1.217475135,2.053355792
5.632,1.217556383,2.053436445
5.633,1.217761014,2.053534342
5.634,1.217891107,2.053640578
5.635,1.21807381,2.053746046
5.636,1.218242033,2.053732949
5.637,1.218365794,2.053700733
5.638,1.218632945,2.053613069
5.639,1.218859439,2.053537789
5.64,1.219055477,2.053565221
5.641,1.219250703,2.053611662
5.642,1.219455041,2.053680095
5.643,1.219693488,2.05375459
5.644,1.219795599,2.053748757
5.645,1.219960155,2.053841139
5.646,1.220141559,2.053924863
5.647,1.220292224,2.053892339
5.648,1.220373398,2.053849722
5.649,1.220562422,2.05377183
5.65,1.220782717,2.05379125
5.651,1.220962051,2.053831235
5.652,1.22100334,2.053870162
5.653,1.221158727,2.053925387
5.654,1.221261533,2.054003048
5.655,1.221430492,2.054078261
5.656,1.221530331,2.053987941
5.657,1.221721008,2.0539964
5.658,1.221801305,2.054016733
5.659,1.221901689,2.05404203
5.66,1.222078738,2.054049879
5.661,1.222296716,2.054092201
5.662,1.22239375,2.054111734
5.663,1.222609889,2.054158216
5.664,1.222885638,2.054170819
5.665,1.223138083,2.05417508
5.666,1.223255725,2.054216646
5.667,1.223384531,2.054202833
5.668,1.223474903,2.054128956
5.669,1.223564927,2.05412778
5.67,1.223715957,2.054136545
5.671,1.223875788,2.054091697
5.672,1.224003351,2.054222186
5.673,1.223927439,2.054489985
5.674,1.223935805,2.054742073
5.675,1.224019312,2.055051059
5.676,1.224050599,2.055236469
5.677,1.224028892,2.055460052
5.678,1.22400219,2.055728237
5.679,1.223946794,2.056015682
5.68,1.223940963,2.056275828
5.681,1.223947304,2.05658481
5.682,1.223994959,2.056802545
5.683,1.22397724,2.05704438
5.684,1.224055937,2.05723926
5.685,1.224035465,2.057514673
5.686,1.223992754,2.057906334
5.687,1.223989684,2.058180182
5.688,1.223994144,2.058277854
5.689,1.223971537,2.058501009
5.69,1.223892296,2.059153566
5.691,1.223903416,2.059463521
5.692,1.223951986,2.059567175
5.693,1.2240079,2.059810187
5.694,1.224000715,2.060071748
5.695,1.223991513,2.060203269
5.696,1.223981534,2.060349932
5.697,1.223977272,2.060339536
5.698,1.223993194,2.06036438
5.699,1.224001009,2.060481852
5.7,1.223940975,2.060534119
5.701,1.223915968,2.060564283
5.702,1.22389826,2.0606553
5.703,1.22382017,2.060729585
5.704,1.223731313,2.060802777
5.705,1.223665272,2.060898896
5.706,1.223649301,2.061077304
5.707,1.223575923,2.061234174
5.708,1.223547011,2.061418436
5.709,1.223596038,2.061633625
5.71,1.223506339,2.061681154
5.711,1.223484935,2.061703447
5.712,1.223480724,2.061745487
5.713,1.223484989,2.061941348
5.714,1.223461131,2.062022116
5.715,1.223438189,2.062158401
5.716,1.223420334,2.062228257
5.717,1.223437563,2.062332276
5.718,1.223484062,2.062529986
5.719,1.223530155,2.062684095
5.72,1.223614054,2.062807347
5.721,1.223716128,2.062929664
5.722,1.223802509,2.06317669
5.723,1.223898975,2.063567566
5.724,1.223877605,2.063826784
5.725,1.223993524,2.063949575
5.726,1.224036445,2.06413921
5.727,1.224076583,2.064262409
5.728,1.224159369,2.064404665
5.729,1.224283079,2.064524591
5.73,1.224342469,2.064533166
5.731,1.224357789,2.064490969
5.732,1.224351781,2.064471625
5.733,1.224338556,2.064407628
5.734,1.224259707,2.064394511
5.735,1.224235325,2.064353832
5.736,1.224322752,2.064344952
5.737,1.224444979,2.064363976
5.738,1.224455866,2.064312475
5.739,1.224516796,2.064288327
5.74,1.224614272,2.064266123
5.741,1.224737402,2.064255315
5.742,1.224812923,2.064233808
5.743,1.224830134,2.06416964
5.744,1.224829625,2.064217939
5.745,1.224904452,2.064180522
5.746,1.225018747,2.064347142
5.747,1.225075583,2.064395754
5.748,1.225056347,2.064372952
5.749,1.225037089,2.064430622
5.75,1.225043577,2.064380402
5.751,1.225065489,2.064382876
5.752,1.22512311,2.064373411
5.753,1.225187814,2.064363137
5.754,1.225202884,2.064386838
5.755,1.225225575,2.064398276
5.756,1.225296207,2.064886686
5.757,1.225350145,2.065030853
5.758,1.225419714,2.065079496
5.759,1.225434387,2.06513479
5.76,1.225514505,2.065197547
5.761,1.225583084,2.06539346
5.762,1.225650662,2.065360753
5.763,1.225682711,2.065795371
5.764,1.225705011,2.065827822
5.765,1.225735259,2.065825898
5.766,1.225723252,2.06583595
5.767,1.225721661,2.066011643
5.768,1.225729758,2.066091346
5.769,1.225748786,2.066492065
5.77,1.225716575,2.066508194
5.771,1.225704433,2.066473746
5.772,1.225729928,2.06656214
5.773,1.225744348,2.066623167
5.774,1.225710679,2.067020305
5.775,1.225748829,2.066987122
5.776,1.225813949,2.067013236
5.777,1.225883912,2.066981042
5.778,1.22594885,2.067196352
5.779,1.225961848,2.067187501
5.78,1.225991735,2.067207508
5.781,1.22604206,2.067194194
5.782,1.226058707,2.067198535
5.783,1.226087918,2.06719908
5.784,1.226109513,2.067186912
5.785,1.226133137,2.067246193
5.786,1.226202143,2.067181352
5.787,1.226250096,2.06727431
5.788,1.226327555,2.067268537
5.789,1.2264486,2.067395034
5.79,1.226489792,2.067403483
5.791,1.226540796,2.067354774
5.792,1.226759513,2.067312518
5.793,1.226947444,2.067291308
5.794,1.226998889,2.06735479
5.795,1.227105312,2.067413889
5.796,1.227390332,2.067393672
5.797,1.22760931,2.06750941
5.798,1.227703996,2.067497066
5.799,1.22771758,2.067568091
5.8,1.227852287,2.067476479
5.801,1.227955576,2.067382545
5.802,1.228034123,2.067299878
5.803,1.228109467,2.067263318
5.804,1.228203897,2.067257166
5.805,1.228276081,2.06721884
5.806,1.228357477,2.067239163
5.807,1.22845308,2.067157473
5.808,1.228558255,2.067079117
5.809,1.228634198,2.066996031
5.81,1.228698454,2.066894992
5.811,1.228782413,2.066850156
5.812,1.228874542,2.066757494
5.813,1.228982734,2.066719732
5.814,1.229082537,2.066697269
5.815,1.229171041,2.066657902
5.816,1.229217331,2.066659949
5.817,1.229323156,2.066600506
5.818,1.229392031,2.066557721
5.819,1.229498238,2.066485179
5.82,1.229597328,2.066416195
5.821,1.229679406,2.066358943
5.822,1.229744985,2.066369334
5.823,1.229811717,2.066389694
5.824,1.229915022,2.066459746
5.825,1.229983969,2.066601771
5.826,1.23003159,2.066734395
5.827,1.23009483,2.066811165
5.828,1.230155197,2.066958134
5.829,1.230251106,2.067067336
5.83,1.230374096,2.067202273
5.831,1.230443656,2.067207651
5.832,1.230503076,2.067413243
5.833,1.230587259,2.067398725
5.834,1.230680403,2.067463973
5.835,1.230758565,2.067483085
5.836,1.230913451,2.067529399
5.837,1.231051363,2.067467543
5.838,1.231157069,2.067444466
5.839,1.231310215,2.067477379
5.84,1.231483629,2.067430813
5.841,1.231669035,2.067340266
5.842,1.231828186,2.067285306
5.843,1.231964244,2.06724263
5.844,1.232162215,2.067202208
5.845,1.232297119,2.067134257
5.846,1.232426402,2.067042553
5.847,1.232593574,2.066971511
5.848,1.232765582,2.066908838
5.849,1.232994387,2.066950777
5.85,1.233213932,2.066929982
5.851,1.233374612,2.066926669
5.852,1.233511065,2.066960639
5.853,1.233675492,2.067010593
5.854,1.233803805,2.06692604
5.855,1.233929648,2.066891884
5.856,1.234032869,2.066973984
5.857,1.234121774,2.066890823
5.858,1.234193428,2.066847795
5.859,1.234268535,2.066756405
5.86,1.234369046,2.066743263
5.861,1.23451673,2.066676641
5.862,1.23463083,2.066580515
5.863,1.234805651,2.066513088
5.864,1.234979362,2.06641298
5.865,1.235147287,2.066369542
5.866,1.235232458,2.066385831
5.867,1.235291316,2.066425635
5.868,1.235339214,2.066449075
5.869,1.235448148,2.066385508
5.87,1.235561425,2.066376
5.871,1.235702435,2.066291525
5.872,1.235741245,2.066350509
5.873,1.235780612,2.066464922
5.874,1.235909918,2.066568019
5.875,1.23601736,2.066595441
5.876,1.236110192,2.066688648
5.877,1.236215286,2.066750408
5.878,1.236256645,2.066974078
5.879,1.236249812,2.067033499
5.88,1.236303123,2.067196462
5.881,1.236388275,2.067344371
5.882,1.236475326,2.067403432
5.883,1.236552437,2.067695714
5.884,1.236610379,2.067838445
5.885,1.236689787,2.067935363
5.886,1.236702719,2.068043777
5.887,1.236785359,2.0681314
5.888,1.236849589,2.068289049
5.889,1.236904163,2.068347796
5.89,1.236963072,2.068360919
5.891,1.237038165,2.068429282
5.892,1.237111518,2.0685576
5.893,1.237192229,2.06866057
5.894,1.237199179,2.068829131
5.895,1.237208758,2.068846798
5.896,1.237250262,2.068822672
5.897,1.237283916,2.069020323
5.898,1.237414343,2.069169232
5.899,1.237506119,2.069170895
5.9,1.23759661,2.069195605
5.901,1.237640586,2.069441978
5.902,1.237763018,2.069377009
5.903,1.237845202,2.069402061
5.904,1.237947443,2.069583713
5.905,1.238051223,2.069731647
5.906,1.238159529,2.069763934
5.907,1.238240183,2.069833241
5.908,1.23832932,2.069875832
5.909,1.238400943,2.069966082
5.91,1.238480727,2.069933649
5.911,1.238582759,2.069864974
5.912,1.238608136,2.069845961
5.913,1.238619633,2.069927861
5.914,1.238676641,2.069999799
5.915,1.23874589,2.07011058
5.916,1.238856252,2.070135123
5.917,1.238914704,2.070192468
5.918,1.238956408,2.070223296
5.919,1.239050995,2.070206282
5.92,1.239124269,2.070250418
5.921,1.23921989,2.070272861
5.922,1.239274501,2.071031482
5.923,1.239369478,2.071674401
5.924,1.239474034,2.071594573
5.925,1.239496022,2.071597143
5.926,1.239491884,2.071577409
5.927,1.239497792,2.071548274
5.928,1.239558002,2.071590235
5.929,1.239609483,2.071539504
5.93,1.239655909,2.071504702
5.931,1.239717423,2.07145908
5.932,1.239803442,2.071468797
5.933,1.23988021,2.071460065
5.934,1.239934524,2.071421058
5.935,1.239996463,2.071486674
5.936,1.240101104,2.071538432
5.937,1.240213797,2.071587876
5.938,1.240438448,2.071654949
5.939,1.240695781,2.071656781
5.94,1.240897872,2.071654223
5.941,1.241016993,2.071705011
5.942,1.241120506,2.071808748
5.943,1.241209157,2.072028557
5.944,1.241249275,2.072095949
5.945,1.241389864,2.072266932
5.946,1.241460849,2.072320903
5.947,1.241528259,2.072403331
5.948,1.241593182,2.07249708
5.949,1.241720777,2.072578174
5.95,1.241845102,2.07265727
5.951,1.241948229,2.072708441
5.952,1.242055922,2.072818392
5.953,1.242118529,2.072864443
5.954,1.242197399,2.072944244
5.955,1.242270469,2.072975521
5.956,1.242350464,2.073038598
5.957,1.242470346,2.073148308
5.958,1.242559269,2.073260546
5.959,1.242655367,2.073301038
5.96,1.242768993,2.073418414
5.961,1.242836069,2.073482403
5.962,1.242878709,2.073603982
5.963,1.242947739,2.073636473
5.964,1.243073709,2.073640826
5.965,1.243181802,2.073651044
5.966,1.243318395,2.073725482
5.967,1.243424625,2.073705282
5.968,1.243489191,2.073811115
5.969,1.243528771,2.073828011
5.97,1.243678632,2.073958493
5.971,1.243793391,2.074024236
5.972,1.24381198,2.074208189
5.973,1.243847751,2.07428624
5.974,1.244015249,2.074312327
5.975,1.244136572,2.074399285
5.976,1.244217197,2.074546925
5.977,1.244316693,2.074628848
5.978,1.244445553,2.074738957
5.979,1.244593267,2.074959376
5.98,1.244755653,2.075149318
5.981,1.244870971,2.07518908
5.982,1.245073158,2.075227409
5.983,1.245197961,2.075365414
5.984,1.245373592,2.075403386
5.985,1.245467871,2.075430989
5.986,1.245538851,2.07559431
5.987,1.245574211,2.076043837
5.988,1.245644143,2.076039917
5.989,1.245678651,2.076066612
5.99,1.245719176,2.076162957
5.991,1.245841482,2.076982229
5.992,1.245952737,2.077074558
5.993,1.246068092,2.077146089
5.994,1.246184989,2.077188308
5.995,1.246212824,2.077204553
5.996,1.246219968,2.077278196
5.997,1.24623285,2.077412586
5.998,1.246307528,2.077540949
5.999,1.246355767,2.077685709
6,1.24642835,2.077710156
6.001,1.246513627,2.077821729
6.002,1.246601509,2.077847772
6.003,1.246647173,2.077841342
6.004,1.246662858,2.077837204
6.005,1.246660945,2.077825816
6.006,1.246749376,2.07782835
6.007,1.246776169,2.077825872
6.008,1.246914943,2.077893257
6.009,1.247004727,2.078048133
6.01,1.247140852,2.078163396
6.011,1.247289296,2.078357003
6.012,1.247403263,2.07853155
6.013,1.247499019,2.078540142
6.014,1.247585333,2.078733162
6.015,1.2476706,2.078890875
6.016,1.247770876,2.078924313
6.017,1.247891317,2.078964742
6.018,1.247958601,2.0790073
6.019,1.248090402,2.078940833
6.02,1.248190083,2.078982589
6.021,1.24827113,2.078943406
6.022,1.248352344,2.078906114
6.023,1.248500125,2.078861886
6.024,1.248589486,2.07892529
6.025,1.248689191,2.078884283
6.026,1.248817178,2.078895303
6.027,1.248899721,2.078937321
6.028,1.24899359,2.078995862
6.029,1.249120751,2.079039955
6.03,1.249215258,2.079222163
6.031,1.249365513,2.079431515
6.032,1.249588389,2.079522035
6.033,1.249676864,2.079646655
6.034,1.249698843,2.079673661
6.035,1.249716123,2.079791936
6.036,1.249830024,2.0798519
6.037,1.249887924,2.079994225
6.038,1.249902807,2.080047065
6.039,1.249965295,2.080193974
6.04,1.250087601,2.080215651
6.041,1.250182009,2.080432725
6.042,1.250257374,2.08052215
6.043,1.250311615,2.080555854
6.044,1.250396067,2.080531011
6.045,1.250501104,2.080610355
6.046,1.250632967,2.08074472
6.047,1.250734494,2.080805893
6.048,1.25081225,2.080868373
6.049,1.250888853,2.080975753
6.05,1.251039372,2.08100344
6.051,1.251177589,2.081075242
6.052,1.251321763,2.081232583
6.053,1.251466682,2.081320044
6.054,1.251660009,2.081480274
6.055,1.251720619,2.08163487
6.056,1.251826826,2.081704266
6.057,1.251875431,2.08182054
6.058,1.251957496,2.082025101
6.059,1.252042528,2.082097021
6.06,1.252169838,2.082109501
6.061,1.252296873,2.08216135
6.062,1.252443882,2.082245017
6.063,1.252496394,2.082330527
6.064,1.252531336,2.082271882
6.065,1.252553726,2.082198282
6.066,1.252645812,2.082204185
6.067,1.252740279,2.08216944
6.068,1.25280998,2.082108487
6.069,1.252875861,2.08207384
6.07,1.252919947,2.082012861
6.071,1.252976149,2.082060376
6.072,1.253012678,2.082061199
6.073,1.253104238,2.082061473
6.074,1.253167428,2.082035994
6.075,1.253252444,2.081997195
6.076,1.253310725,2.081990638
6.077,1.253370684,2.081974026
6.078,1.253407142,2.082076654
6.079,1.253459323,2.0820896
6.08,1.253546756,2.082049646
6.081,1.253622754,2.082074923
6.082,1.253702618,2.082079326
6.083,1.253754486,2.082144019
6.084,1.253786296,2.082070758
6.085,1.253824664,2.082114679
6.086,1.253865182,2.082105897
6.087,1.253952873,2.082067065
6.088,1.254045612,2.082039587
6.089,1.25406659,2.08197805
6.09,1.254104804,2.081952431
6.091,1.254160197,2.082020083
6.092,1.254231419,2.08198997
6.093,1.254282214,2.081953182
6.094,1.254349057,2.08191706
6.095,1.254407091,2.081922564
6.096,1.254448486,2.081961923
6.097,1.254494185,2.081951244
6.098,1.254550223,2.081983806
6.099,1.254575977,2.082148535
6.1,1.254611676,2.082172192
6.101,1.254632096,2.082138981
6.102,1.254605791,2.082224071
6.103,1.254621663,2.082370719
6.104,1.254616954,2.082363451
6.105,1.25465175,2.082476004
6.106,1.254704895,2.082553729
6.107,1.254742032,2.08267215
6.108,1.254769795,2.082719935
6.109,1.254814321,2.082729063
6.11,1.254833269,2.082840718
6.111,1.254913098,2.082834723
6.112,1.254954153,2.082845444
6.113,1.255023549,2.082880055
6.114,1.255035833,2.082929862
6.115,1.25507912,2.082798889
6.116,1.255105236,2.082772998
6.117,1.255130967,2.082738108
6.118,1.25514038,2.082676812
6.119,1.255180429,2.082820955
6.12,1.255234086,2.083227282
6.121,1.255295799,2.083263858
6.122,1.255438976,2.083298005
6.123,1.255532154,2.083388728
6.124,1.255684461,2.083382928
6.125,1.255813985,2.083489506
6.126,1.255908164,2.083598573
6.127,1.256036172,2.083618926
6.128,1.25612856,2.083622495
6.129,1.256191365,2.083652664
6.13,1.256251834,2.08372078
6.131,1.256292563,2.083813356
6.132,1.256368937,2.083803945
6.133,1.256417062,2.083795014
6.134,1.256476487,2.083800905
6.135,1.256530748,2.083828271
6.136,1.256603883,2.083821082
6.137,1.256646992,2.083882514
6.138,1.256699491,2.084008696
6.139,1.256738615,2.084078391
6.14,1.256759345,2.084180072
6.141,1.256799922,2.084298795
6.142,1.256860164,2.084445612
6.143,1.256879695,2.084518061
6.144,1.256931178,2.084489741
6.145,1.257039939,2.084533194
6.146,1.257077513,2.084589174
6.147,1.257097746,2.084605478
6.148,1.257135455,2.084684816
6.149,1.257194438,2.084711718
6.15,1.25723222,2.08469922
6.151,1.257283801,2.0848319
6.152,1.257325301,2.08485076
6.153,1.257398946,2.084856465
6.154,1.257462882,2.084924709
6.155,1.257532899,2.0848689
6.156,1.257605705,2.084907654
6.157,1.257648116,2.084983443
6.158,1.257674842,2.085125465
6.159,1.257711873,2.085140413
6.16,1.257764492,2.085166032
6.161,1.257799763,2.0852062
6.162,1.257856096,2.085234868
6.163,1.257915033,2.085372482
6.164,1.257962291,2.085399073
6.165,1.258026377,2.085550219
6.166,1.258074407,2.085599312
6.167,1.258115544,2.085691983
6.168,1.258155323,2.085774066
6.169,1.258225278,2.085970262
6.17,1.258277842,2.086096014
6.171,1.258381028,2.086171229
6.172,1.25846134,2.086313437
6.173,1.258539203,2.086395222
6.174,1.258591508,2.08637449
6.175,1.258702384,2.086416767
6.176,1.258833393,2.086423463
6.177,1.258940101,2.086544506
6.178,1.259089144,2.086613884
6.179,1.259236634,2.086693388
6.18,1.259391481,2.086877918
6.181,1.259565183,2.086944516
6.182,1.259738296,2.086984965
6.183,1.259930403,2.087025455
6.184,1.260027506,2.087046231
6.185,1.260185846,2.087221312
6.186,1.260348054,2.087310041
6.187,1.26047448,2.087329942
6.188,1.260592445,2.087330448
6.189,1.260730441,2.087320564
6.19,1.260899411,2.087426254
6.191,1.261119315,2.087434787
6.192,1.261300841,2.087503053
6.193,1.261439703,2.087502059
6.194,1.261561321,2.087614816
6.195,1.261651524,2.087605592
6.196,1.261808702,2.087604744
6.197,1.262006748,2.087690393
6.198,1.262122248,2.087721784
6.199,1.262296763,2.087718967
6.2,1.262415255,2.088980927
6.201,1.262561055,2.089108306
6.202,1.262667999,2.089291965
6.203,1.262829135,2.089360115
6.204,1.262937183,2.090161405
6.205,1.263132705,2.090094499
6.206,1.263193797,2.090106455
6.207,1.263275457,2.090181049
6.208,1.263345496,2.090151564
6.209,1.263419639,2.090204158
6.21,1.263536382,2.090255168
6.211,1.263598549,2.090410882
6.212,1.263644265,2.090481621
6.213,1.263689365,2.090513456
6.214,1.26381262,2.090515558
6.215,1.263889889,2.09065808
6.216,1.263979707,2.090699489
6.217,1.26403232,2.090827598
6.218,1.26407949,2.090926582
6.219,1.264142143,2.091138151
6.22,1.264179494,2.091269058
6.221,1.264226367,2.091364399
6.222,1.264273081,2.09144264
6.223,1.264315742,2.091481635
6.224,1.264366915,2.091593193
6.225,1.264395555,2.091797048
6.226,1.264440423,2.091937879
6.227,1.26446791,2.091992996
6.228,1.264510897,2.092106946
6.229,1.264551393,2.092207374
6.23,1.264589908,2.092247764
6.231,1.264623455,2.092261935
6.232,1.264652081,2.092314045
6.233,1.264663778,2.092319968
6.234,1.264675067,2.092371011
6.235,1.264723302,2.09248568
6.236,1.264806396,2.092619578
6.237,1.264845968,2.092684636
6.238,1.264860509,2.092764833
6.239,1.264862061,2.092911989
6.24,1.264868107,2.09305095
6.241,1.264875085,2.093147306
6.242,1.264900767,2.093227976
6.243,1.264935904,2.093349905
6.244,1.264995092,2.093339596
6.245,1.265049643,2.093376993
6.246,1.265095443,2.09345121
6.247,1.265123061,2.093623875
6.248,1.265133225,2.093673164
6.249,1.265138315,2.093786626
6.25,1.265151689,2.093914351
6.251,1.265209311,2.093969105
6.252,1.265293272,2.093963313
6.253,1.265330501,2.094073721
6.254,1.265386647,2.09421475
6.255,1.265459984,2.094183735
6.256,1.265533825,2.094204061
6.257,1.265621714,2.094368471
6.258,1.26573619,2.094475344
6.259,1.265777207,2.094512796
6.26,1.265841023,2.094664186
6.261,1.265920224,2.094721831
6.262,1.265956782,2.094705836
6.263,1.266020765,2.094891909
6.264,1.266085735,2.094977403
6.265,1.266151787,2.095085192
6.266,1.266231555,2.095142595
6.267,1.266287685,2.095144872
6.268,1.26638664,2.095290176
6.269,1.266483905,2.09544638
6.27,1.266563252,2.095679064
6.271,1.266602602,2.095857458
6.272,1.266650781,2.096008938
6.273,1.266735117,2.096113764
6.274,1.266788997,2.096256025
6.275,1.266841488,2.0964611
6.276,1.266891203,2.096566807
6.277,1.266906582,2.096715108
6.278,1.266921698,2.096895028
6.279,1.266938509,2.097058067
6.28,1.266988541,2.097318789
6.281,1.267051101,2.097416533
6.282,1.267080274,2.097496151
6.283,1.267093501,2.097620038
6.284,1.267049322,2.097789772
6.285,1.267057722,2.097930297
6.286,1.267087541,2.098138905
6.287,1.267134839,2.098298823
6.288,1.26720644,2.098532529
6.289,1.267235317,2.09870633
6.29,1.267295457,2.098929441
6.291,1.267347755,2.099006257
6.292,1.267429544,2.099181654
6.293,1.267486535,2.099311066
6.294,1.26752349,2.099406559
6.295,1.267512311,2.099636661
6.296,1.267577808,2.099747126
6.297,1.26765906,2.100015949
6.298,1.267729976,2.10007413
6.299,1.267761302,2.100097541
6.3,1.267801146,2.100277269
6.301,1.267815967,2.10024176
