Pose/Time (ns),Pose 1: PersScore 0.452 PoseScore 1.419 DockingScore -13.397,Pose  2: PersScore 0.291 PoseScore 3.460 DockingScore -12.701
4.594,1.311823851,3.082685272
4.595,1.311800702,3.082814952
4.596,1.311763095,3.082996426
4.597,1.311757671,3.08313157
4.598,1.311746876,3.083249505
4.599,1.311714057,3.083388145
4.6,1.311680582,3.083521531
4.601,1.311642283,3.083750175
4.602,1.31161329,3.083887828
4.603,1.311598344,3.084126405
4.604,1.31161153,3.084436969
4.605,1.31159676,3.084529711
4.606,1.311571337,3.084628427
4.607,1.311571818,3.084871404
4.608,1.311571062,3.085300583
4.609,1.311574928,3.085634636
4.61,1.311587561,3.086123838
4.611,1.311581162,3.086449427
4.612,1.311568546,3.086934046
4.613,1.311538333,3.087090842
4.614,1.311568137,3.08736038
4.615,1.311554719,3.087487293
4.616,1.311548215,3.087832488
4.617,1.311549236,3.088506038
4.618,1.311557627,3.088986742
4.619,1.311575423,3.089287494
4.62,1.311628452,3.089617022
4.621,1.311677901,3.089936656
4.622,1.311745997,3.090125094
4.623,1.311790731,3.090373146
4.624,1.311737779,3.09064679
4.625,1.311835439,3.090926037
4.626,1.311879138,3.091321748
4.627,1.311969775,3.091780206
4.628,1.312049113,3.091968672
4.629,1.31213096,3.092285288
4.63,1.312265118,3.092472188
4.631,1.312394965,3.092558956
4.632,1.312484656,3.092635515
4.633,1.312554861,3.092769734
4.634,1.312737512,3.092856574
4.635,1.31279151,3.092921343
4.636,1.312908272,3.093134287
4.637,1.31306875,3.09313628
4.638,1.313196627,3.093468563
4.639,1.313345702,3.093856834
4.64,1.313448002,3.09432627
4.641,1.313559007,3.094652307
4.642,1.313712158,3.095009641
4.643,1.313847756,3.095378833
4.644,1.314017366,3.095497503
4.645,1.314196059,3.095998883
4.646,1.314178232,3.096133323
4.647,1.314144261,3.096280307
4.648,1.314242372,3.096662338
4.649,1.314398991,3.096957492
4.65,1.31453065,3.097276211
4.651,1.314689157,3.097593963
4.652,1.314894963,3.098049277
4.653,1.314933258,3.098505406
4.654,1.315019498,3.098856755
4.655,1.315129686,3.099493072
4.656,1.315310125,3.099847591
4.657,1.31543519,3.100540107
4.658,1.315574512,3.101046938
4.659,1.315721838,3.101499057
4.66,1.315894711,3.101847087
4.661,1.316095904,3.102182616
4.662,1.316212637,3.102403806
4.663,1.316376949,3.102650418
4.664,1.316511163,3.103151076
4.665,1.316653568,3.103788202
4.666,1.316775871,3.104006977
4.667,1.316928273,3.104232241
4.668,1.317045865,3.104461983
4.669,1.317082366,3.10480429
4.67,1.317102938,3.105146146
4.671,1.317109424,3.105612883
4.672,1.31714581,3.105693233
4.673,1.3171886,3.105898701
4.674,1.31723577,3.106048693
4.675,1.317322923,3.10628594
4.676,1.317397589,3.10678758
4.677,1.317487185,3.106805887
4.678,1.317547249,3.107164447
4.679,1.317663386,3.107497458
4.68,1.317792205,3.108069517
4.681,1.317867577,3.108226918
4.682,1.317891851,3.108445105
4.683,1.317896655,3.108943971
4.684,1.317891496,3.108935862
4.685,1.317826987,3.109072905
4.686,1.31788231,3.10913773
4.687,1.317964087,3.109379981
4.688,1.3179293,3.109440264
4.689,1.31800295,3.109653644
4.69,1.318092208,3.109804321
4.691,1.318180724,3.109875268
4.692,1.318253829,3.11007855
4.693,1.318344939,3.11022377
4.694,1.318416635,3.110431733
4.695,1.318489929,3.111002389
4.696,1.318553927,3.111210155
4.697,1.318629229,3.111427083
4.698,1.318732567,3.111689019
4.699,1.318824638,3.111753558
4.7,1.318892816,3.112103168
4.701,1.318953873,3.112659122
4.702,1.318956594,3.112805159
4.703,1.318908399,3.113097315
4.704,1.318828287,3.113357472
4.705,1.318761666,3.113552537
4.706,1.318663927,3.113738481
4.707,1.318585512,3.113813078
4.708,1.318628592,3.114002797
4.709,1.318712426,3.114172321
4.71,1.318718575,3.114383104
4.711,1.318762102,3.114424901
4.712,1.31878172,3.114659969
4.713,1.318874491,3.114698077
4.714,1.318944065,3.115011134
4.715,1.318985349,3.115150057
4.716,1.319012753,3.115239251
4.717,1.319108152,3.115426285
4.718,1.319211492,3.115558546
4.719,1.319344977,3.115753742
4.72,1.319364399,3.115893735
4.721,1.319446556,3.116159543
4.722,1.319447266,3.116372047
4.723,1.319496995,3.116475213
4.724,1.319490236,3.116582853
4.725,1.319447826,3.116796533
4.726,1.319426295,3.116823774
4.727,1.319417147,3.116756957
4.728,1.319464781,3.116917958
4.729,1.31955268,3.117223207
4.73,1.319587843,3.11757309
4.731,1.319617102,3.118017148
4.732,1.319662891,3.11846366
4.733,1.319641523,3.118878807
4.734,1.319610592,3.118998184
4.735,1.319607924,3.119302474
4.736,1.319590163,3.119517018
4.737,1.319626943,3.119930964
4.738,1.319647632,3.120066144
4.739,1.319678668,3.120350053
4.74,1.319706241,3.120701279
4.741,1.319730252,3.121130945
4.742,1.3197179,3.121359151
4.743,1.319772153,3.121640545
4.744,1.319868493,3.12221703
4.745,1.319986715,3.122663823
4.746,1.320067393,3.122984815
4.747,1.320223714,3.123387485
4.748,1.320286563,3.123683456
4.749,1.320383047,3.124111515
4.75,1.320389695,3.124550926
4.751,1.320411739,3.124751286
4.752,1.320445682,3.125111536
4.753,1.320509793,3.125473151
4.754,1.32057521,3.125749191
4.755,1.320617858,3.12608447
4.756,1.32067912,3.126354393
4.757,1.320706355,3.126521949
4.758,1.320752281,3.126724538
4.759,1.320864665,3.126917777
4.76,1.320912448,3.127158537
4.761,1.32093315,3.127576116
4.762,1.320984615,3.127633812
4.763,1.321054344,3.127746602
4.764,1.321122589,3.127912667
4.765,1.32113501,3.128087275
4.766,1.321151264,3.128462513
4.767,1.32119486,3.128539586
4.768,1.321211714,3.129011363
4.769,1.32114988,3.129305106
4.77,1.321100665,3.129374873
4.771,1.321040234,3.129666929
4.772,1.321029213,3.130062039
4.773,1.321032118,3.130359737
4.774,1.320991102,3.130616334
4.775,1.320908036,3.130795283
4.776,1.320829814,3.130922177
4.777,1.320765256,3.131034233
4.778,1.32073368,3.131198127
4.779,1.320687344,3.131174153
4.78,1.320685907,3.131350037
4.781,1.320705772,3.131422227
4.782,1.320726139,3.131322645
4.783,1.320684488,3.131611746
4.784,1.320683279,3.131552299
4.785,1.320681984,3.131836227
4.786,1.320751058,3.132058177
4.787,1.320806371,3.132105942
4.788,1.320819201,3.13226449
4.789,1.320870634,3.132439662
4.79,1.320927109,3.132428599
4.791,1.320927517,3.132349262
4.792,1.32091348,3.132327555
4.793,1.320894514,3.132491145
4.794,1.320902937,3.13267732
4.795,1.320914882,3.132785109
4.796,1.32089647,3.133104783
4.797,1.32094798,3.133194157
4.798,1.320972682,3.133392284
4.799,1.321009039,3.133254251
4.8,1.321116382,3.133337091
4.801,1.321121577,3.133001907
4.802,1.321166493,3.133021609
4.803,1.32112288,3.133036734
4.804,1.321100303,3.133027397
4.805,1.321047533,3.1330786
4.806,1.321018368,3.133219448
4.807,1.320958307,3.133275538
4.808,1.320907435,3.13331873
4.809,1.320855934,3.133601076
4.81,1.320893109,3.133829729
4.811,1.320820689,3.134186339
4.812,1.320835386,3.134495494
4.813,1.320769817,3.134696269
4.814,1.320757863,3.135066725
4.815,1.320684323,3.135233748
4.816,1.320595791,3.135358056
4.817,1.32056103,3.135558849
4.818,1.32056021,3.135972019
4.819,1.320544666,3.136168889
4.82,1.320479339,3.136563823
4.821,1.320472242,3.136747821
4.822,1.320374932,3.136937926
4.823,1.320261396,3.13714963
4.824,1.320280213,3.137388543
4.825,1.320312613,3.13789382
4.826,1.320324254,3.138109479
4.827,1.320249649,3.138234238
4.828,1.320266347,3.138366097
4.829,1.320231211,3.138582104
4.83,1.320267841,3.138832238
4.831,1.320309979,3.138953588
4.832,1.32034016,3.139176443
4.833,1.320391931,3.139334964
4.834,1.320344432,3.139479156
4.835,1.320318963,3.139666946
4.836,1.320246907,3.139929212
4.837,1.320197688,3.1401397
4.838,1.320103731,3.140331307
4.839,1.32002997,3.140592974
4.84,1.320030758,3.140774769
4.841,1.320084097,3.14096735
4.842,1.320124863,3.141273303
4.843,1.320132801,3.141639175
4.844,1.32014478,3.14198509
4.845,1.320157069,3.142295342
4.846,1.320172588,3.142515576
4.847,1.320215882,3.142802041
4.848,1.320244551,3.143140658
4.849,1.320277444,3.143378937
4.85,1.320224887,3.143540538
4.851,1.320160353,3.143893818
4.852,1.320160583,3.144270833
4.853,1.320034159,3.144602594
4.854,1.320056071,3.144829638
4.855,1.320055433,3.144994362
4.856,1.320104592,3.145166027
4.857,1.320083452,3.145518698
4.858,1.320122241,3.145615521
4.859,1.320226165,3.145936713
4.86,1.320257869,3.146173324
4.861,1.32021196,3.146594078
4.862,1.320175709,3.146901194
4.863,1.3201433,3.147367033
4.864,1.320179541,3.147762011
4.865,1.320120825,3.148125746
4.866,1.320134606,3.148512489
4.867,1.320156223,3.148835769
4.868,1.320116576,3.14920275
4.869,1.320081331,3.149551368
4.87,1.320075532,3.149796153
4.871,1.320041264,3.150252502
4.872,1.320032512,3.150442437
4.873,1.320017267,3.150790056
4.874,1.320011277,3.150937221
4.875,1.319985371,3.151239187
4.876,1.31993636,3.151319026
4.877,1.319884199,3.151512501
4.878,1.319853898,3.151854147
4.879,1.319828844,3.152325152
4.88,1.319745361,3.152727373
4.881,1.319735283,3.153064759
4.882,1.319664037,3.153333929
4.883,1.319549296,3.153723583
4.884,1.319432784,3.15390707
4.885,1.319338727,3.154154129
4.886,1.31922968,3.15442086
4.887,1.319168426,3.1545735
4.888,1.319134275,3.154692834
4.889,1.319043346,3.154796926
4.89,1.318944081,3.154878241
4.891,1.318843867,3.15513215
4.892,1.318763114,3.155331884
4.893,1.318682698,3.155658919
4.894,1.318684955,3.155932024
4.895,1.318669617,3.156116884
4.896,1.31869552,3.156431682
4.897,1.318705207,3.15666768
4.898,1.318730479,3.156903996
4.899,1.318762947,3.157168083
4.9,1.318747583,3.157440015
4.901,1.318715159,3.157734677
4.902,1.318750923,3.157926257
4.903,1.318763824,3.158150851
4.904,1.318770686,3.158377302
4.905,1.318776848,3.158739634
4.906,1.318772506,3.159061609
4.907,1.318774691,3.159545324
4.908,1.318799234,3.159990202
4.909,1.31886919,3.160416492
4.91,1.318921754,3.16053622
4.911,1.318961121,3.160722825
4.912,1.318934122,3.160897872
4.913,1.318929932,3.161078791
4.914,1.318971728,3.161244833
4.915,1.318991418,3.161498358
4.916,1.319005475,3.161682766
4.917,1.318998626,3.161800434
4.918,1.319028325,3.162237651
4.919,1.319025086,3.162526596
4.92,1.319031703,3.162820519
4.921,1.319070931,3.163151409
4.922,1.319128464,3.163363512
4.923,1.31923727,3.163459673
4.924,1.31935528,3.163520805
4.925,1.31943666,3.163833701
4.926,1.31951077,3.163999924
4.927,1.319525769,3.164449391
4.928,1.31958313,3.164663466
4.929,1.319683582,3.164952536
4.93,1.31972345,3.165199293
4.931,1.319844252,3.165327269
4.932,1.319806738,3.165674472
4.933,1.31988325,3.165952399
4.934,1.319973138,3.166123453
4.935,1.320067824,3.166482143
4.936,1.320147334,3.166485794
4.937,1.320303864,3.16665272
4.938,1.320425269,3.166809837
4.939,1.320517982,3.16698363
4.94,1.3206022,3.167193568
4.941,1.320690642,3.16732581
4.942,1.320698346,3.167520957
4.943,1.320800224,3.167709162
4.944,1.320831288,3.167808164
4.945,1.320893051,3.167833237
4.946,1.320887301,3.16792444
4.947,1.320903938,3.167936122
4.948,1.320920412,3.168005508
4.949,1.321049055,3.167995331
4.95,1.32117524,3.167972489
4.951,1.321301377,3.168271229
4.952,1.321410087,3.168373817
4.953,1.321410856,3.168473875
4.954,1.32143503,3.168471791
4.955,1.321475154,3.168532205
4.956,1.321454311,3.168790301
4.957,1.3215156,3.168847085
4.958,1.321525607,3.168958978
4.959,1.321562527,3.169147308
4.96,1.321595232,3.169343331
4.961,1.321692571,3.169435963
4.962,1.321780879,3.169507042
4.963,1.321833195,3.169676416
4.964,1.321831793,3.169764934
4.965,1.321822541,3.169744956
4.966,1.321863051,3.169767748
4.967,1.321895075,3.169833578
4.968,1.322000381,3.169739483
4.969,1.322059784,3.169779665
4.97,1.322187907,3.169738617
4.971,1.322286416,3.169793811
4.972,1.322323648,3.16968509
4.973,1.322408841,3.169795749
4.974,1.322533351,3.169785908
4.975,1.322581007,3.169700365
4.976,1.322607192,3.169680687
4.977,1.322560171,3.169643562
4.978,1.322596692,3.169534661
4.979,1.32259098,3.169615665
4.98,1.322524671,3.169758735
4.981,1.322519676,3.169729488
4.982,1.322446888,3.169746003
4.983,1.322357603,3.169688132
4.984,1.322293006,3.169646465
4.985,1.322208403,3.169736965
4.986,1.32213181,3.169794397
4.987,1.322097952,3.169885866
4.988,1.322126028,3.169963008
4.989,1.322049522,3.170120755
4.99,1.322075425,3.170232158
4.991,1.322122276,3.170332423
4.992,1.322186944,3.170513174
4.993,1.322251984,3.170666587
4.994,1.322340562,3.17088406
4.995,1.322432539,3.171341506
4.996,1.322440087,3.171494875
4.997,1.322409841,3.171761716
4.998,1.322461754,3.171904021
4.999,1.322486639,3.172350442
5,1.322457523,3.172583004
5.001,1.322545012,3.172952856
5.002,1.322575133,3.173261354
5.003,1.322585503,3.1738695
5.004,1.322570949,3.174061374
5.005,1.322540399,3.174571181
5.006,1.322474694,3.174763826
5.007,1.322447211,3.174983906
5.008,1.32247428,3.175320621
5.009,1.322492804,3.175449051
5.01,1.322464152,3.1757342
5.011,1.322435695,3.17605155
5.012,1.322399154,3.17646758
5.013,1.322383045,3.176842413
5.014,1.322371987,3.177200609
5.015,1.32243468,3.177328759
5.016,1.322488057,3.177672966
5.017,1.322498936,3.178114525
5.018,1.322518017,3.178339996
5.019,1.322466729,3.178524293
5.02,1.322501862,3.178645836
5.021,1.322490119,3.179163949
5.022,1.322571215,3.17934319
5.023,1.322624963,3.179538082
5.024,1.322738769,3.179582477
5.025,1.322741017,3.179736154
5.026,1.322753155,3.179833508
5.027,1.322727635,3.180135669
5.028,1.322717503,3.180373
5.029,1.322745093,3.180518181
5.03,1.322729162,3.180630342
5.031,1.322633513,3.180755083
5.032,1.322548879,3.181045709
5.033,1.322518981,3.181232218
5.034,1.322483981,3.181522384
5.035,1.322466652,3.181876118
5.036,1.322450723,3.182125303
5.037,1.322447906,3.182532085
5.038,1.32241628,3.182768214
5.039,1.32243081,3.182968839
5.04,1.322409009,3.183187111
5.041,1.322446598,3.183362338
5.042,1.322477707,3.183479368
5.043,1.322518007,3.183599711
5.044,1.322558724,3.183788788
5.045,1.322581407,3.184006148
5.046,1.322641778,3.184154134
5.047,1.322679524,3.184158189
5.048,1.322768386,3.184365488
5.049,1.322799555,3.18437979
5.05,1.322766816,3.184701942
5.051,1.322691951,3.184912545
5.052,1.322639007,3.185148265
5.053,1.322609488,3.185387454
5.054,1.322557815,3.185643157
5.055,1.322503967,3.185903666
5.056,1.322485068,3.186077909
5.057,1.32244435,3.186498597
5.058,1.322422544,3.186559742
5.059,1.322371566,3.186745387
5.06,1.322361129,3.187088245
5.061,1.322336185,3.187389849
5.062,1.322365293,3.187678833
5.063,1.322372572,3.187770239
5.064,1.322392234,3.188131725
5.065,1.322404263,3.188470747
5.066,1.322375458,3.188741371
5.067,1.32242462,3.18894595
5.068,1.322426021,3.189280541
5.069,1.322320376,3.189374645
5.07,1.322222325,3.189495919
5.071,1.322143106,3.189698282
5.072,1.322101403,3.189984479
5.073,1.321987842,3.190121754
5.074,1.321874827,3.190398416
5.075,1.32181466,3.190782479
5.076,1.321700619,3.191127865
5.077,1.32168662,3.191424197
5.078,1.321612089,3.191849981
5.079,1.321526368,3.19214047
5.08,1.321548742,3.19238379
5.081,1.321563561,3.192978563
5.082,1.3216105,3.193455481
5.083,1.321600937,3.193857189
5.084,1.321614201,3.194152498
5.085,1.321648624,3.194557032
5.086,1.321661053,3.194940695
5.087,1.32167704,3.195134723
5.088,1.321693997,3.19547083
5.089,1.321692682,3.19596334
5.09,1.321745707,3.196346447
5.091,1.321737747,3.196816402
5.092,1.321735375,3.197157496
5.093,1.321602335,3.197317939
5.094,1.321521706,3.197607728
5.095,1.321608346,3.198012233
5.096,1.321688064,3.198355314
5.097,1.321718749,3.198747536
5.098,1.321703296,3.199154642
5.099,1.321728539,3.199583657
5.1,1.321721326,3.200199245
5.101,1.321810296,3.200576584
5.102,1.321922248,3.201013712
5.103,1.321989163,3.201261594
5.104,1.321968114,3.201635028
5.105,1.321881395,3.201839187
5.106,1.321849045,3.202407094
5.107,1.321898379,3.203003528
5.108,1.321895154,3.203663652
5.109,1.321956081,3.204073271
5.11,1.322001621,3.204692268
5.111,1.322042609,3.205252413
5.112,1.322131737,3.205610818
5.113,1.322223038,3.206040357
5.114,1.322291399,3.206638022
5.115,1.322461677,3.20684002
5.116,1.322550921,3.207130063
5.117,1.322610642,3.207449019
5.118,1.322726174,3.207730138
5.119,1.322829216,3.208098306
5.12,1.322973452,3.208327943
5.121,1.323165224,3.208577305
5.122,1.323280584,3.208922497
5.123,1.323425465,3.209347377
5.124,1.323571721,3.20974314
5.125,1.323686765,3.210196463
5.126,1.323776303,3.21045041
5.127,1.323873763,3.210749639
5.128,1.324052196,3.210972705
5.129,1.323976083,3.211325065
5.13,1.324006689,3.211650103
5.131,1.324051384,3.2119854
5.132,1.324120375,3.212579947
5.133,1.32411957,3.212899894
5.134,1.324179235,3.213140556
5.135,1.324256113,3.213539264
5.136,1.324324875,3.213742268
5.137,1.324414576,3.214407533
5.138,1.324394864,3.214745081
5.139,1.324363216,3.215284768
5.14,1.324360809,3.215746279
5.141,1.324472461,3.216293691
5.142,1.324456338,3.216614406
5.143,1.324469708,3.216940023
5.144,1.324588354,3.217461631
5.145,1.324677077,3.218313551
5.146,1.324826455,3.218691415
5.147,1.324946545,3.219216108
5.148,1.324978965,3.219760011
5.149,1.325035412,3.220226767
5.15,1.325084726,3.220764862
5.151,1.325174121,3.221450985
5.152,1.32526169,3.222157726
5.153,1.325362798,3.222702689
5.154,1.325447497,3.223078664
5.155,1.325529646,3.223533403
5.156,1.325605234,3.224192675
5.157,1.325628358,3.2250522
5.158,1.325646421,3.225890558
5.159,1.325772844,3.226259077
5.16,1.325896294,3.226694572
5.161,1.325953442,3.22721626
5.162,1.32600115,3.227729376
5.163,1.326009685,3.228575582
5.164,1.326014547,3.228821103
5.165,1.32601098,3.229728548
5.166,1.326017622,3.230224581
5.167,1.326040949,3.230742013
5.168,1.326057302,3.231523601
5.169,1.326060275,3.232229137
5.17,1.326064132,3.232516918
5.171,1.326075569,3.232879864
5.172,1.326106531,3.233116458
5.173,1.326114561,3.23369696
5.174,1.326153409,3.234038521
5.175,1.326173233,3.234940714
5.176,1.326204774,3.235619032
5.177,1.326195735,3.236055549
5.178,1.326212917,3.236372304
5.179,1.326224519,3.237098183
5.18,1.326197278,3.237673253
5.181,1.326232414,3.238239502
5.182,1.326346321,3.238508014
5.183,1.326435594,3.238843199
5.184,1.326514887,3.239475175
5.185,1.326585058,3.240080243
5.186,1.326668872,3.240501011
5.187,1.326824384,3.240830911
5.188,1.326951001,3.241126999
5.189,1.327075957,3.241711383
5.19,1.327179199,3.242437641
5.191,1.327266145,3.242849251
5.192,1.327332698,3.243367748
5.193,1.327345759,3.243729855
5.194,1.327445236,3.244017574
5.195,1.32755968,3.244675484
5.196,1.3276613,3.245440986
5.197,1.327759729,3.245978005
5.198,1.327810043,3.246623568
5.199,1.327832403,3.247215046
5.2,1.327885963,3.247929117
5.201,1.327951654,3.248286209
5.202,1.327935172,3.248864171
5.203,1.327943455,3.249229579
5.204,1.327929209,3.249684341
5.205,1.32801738,3.250204797
5.206,1.328020767,3.250745558
5.207,1.328140595,3.251515944
5.208,1.328203799,3.251945845
5.209,1.328196419,3.252571666
5.21,1.328197385,3.252868549
5.211,1.328160823,3.25336305
5.212,1.328245143,3.254009672
5.213,1.328323644,3.254352847
5.214,1.328390329,3.254788515
5.215,1.328353101,3.255205571
5.216,1.32839086,3.255653912
5.217,1.328393887,3.255890296
5.218,1.328352886,3.256434292
5.219,1.328375357,3.257150109
5.22,1.328428535,3.257632306
5.221,1.328432443,3.257961297
5.222,1.328363411,3.258255864
5.223,1.328384824,3.258664744
5.224,1.328375259,3.259235912
5.225,1.328368641,3.259794492
5.226,1.328353999,3.260014808
5.227,1.328344005,3.260688116
5.228,1.328328318,3.261312911
5.229,1.32834991,3.261592648
5.23,1.328382032,3.261876644
5.231,1.328421498,3.262024104
5.232,1.328463067,3.262271626
5.233,1.328484282,3.262488519
5.234,1.328500325,3.262703162
5.235,1.328573536,3.262860876
5.236,1.328621571,3.26321323
5.237,1.328703664,3.263357476
5.238,1.328759842,3.263604054
5.239,1.328853072,3.263788265
5.24,1.328942676,3.263889106
5.241,1.328887464,3.264090656
5.242,1.328885803,3.264333053
5.243,1.328910989,3.264584803
5.244,1.328897704,3.26472259
5.245,1.328841814,3.26500431
5.246,1.328865391,3.265260955
5.247,1.328841264,3.265519774
5.248,1.32881172,3.26577574
5.249,1.328763424,3.266065542
5.25,1.328758464,3.266260503
5.251,1.328749709,3.266520833
5.252,1.328698298,3.266786066
5.253,1.328693112,3.267060765
5.254,1.328664142,3.267342608
5.255,1.328672018,3.267576441
5.256,1.328614147,3.268070445
5.257,1.328599662,3.268315158
5.258,1.328571119,3.268690936
5.259,1.328583165,3.269167435
5.26,1.328601587,3.269481541
5.261,1.328582345,3.269871323
5.262,1.328547892,3.270305762
5.263,1.328548663,3.270886147
5.264,1.328524663,3.27136561
5.265,1.328514314,3.271682171
5.266,1.328510985,3.271965901
5.267,1.328531139,3.272494004
5.268,1.328515217,3.272710601
5.269,1.328526403,3.272887935
5.27,1.328484485,3.273097146
5.271,1.328487246,3.273316912
5.272,1.328484321,3.273548859
5.273,1.328537301,3.273813932
5.274,1.328610414,3.273894929
5.275,1.328718283,3.27407506
5.276,1.328839312,3.274249508
5.277,1.328892514,3.274482913
5.278,1.328928621,3.274681349
5.279,1.328920331,3.274779791
5.28,1.328993924,3.27497284
5.281,1.329065856,3.275235304
5.282,1.32914583,3.275301516
5.283,1.329261283,3.275562114
5.284,1.329397916,3.275760418
5.285,1.329526683,3.275976579
5.286,1.329619389,3.27617372
5.287,1.329692852,3.276334947
5.288,1.32978636,3.276711653
5.289,1.329899709,3.276897526
5.29,1.32999854,3.277072134
5.291,1.33002475,3.277337779
5.292,1.33008788,3.277795779
5.293,1.330113668,3.278340783
5.294,1.330101549,3.278445704
5.295,1.330086862,3.278807894
5.296,1.330015118,3.279349856
5.297,1.33013371,3.2794609
5.298,1.330160245,3.279591015
5.299,1.330183209,3.279898137
5.3,1.330241839,3.280432403
5.301,1.330332545,3.281038404
5.302,1.330408027,3.281381926
5.303,1.33041439,3.281862175
5.304,1.330429921,3.28208381
5.305,1.330430204,3.282598579
5.306,1.330364668,3.282796698
5.307,1.330344692,3.282837612
5.308,1.330285798,3.283104795
5.309,1.330268003,3.283254797
5.31,1.330288966,3.283592253
5.311,1.330320125,3.284015528
5.312,1.330355408,3.284249917
5.313,1.330392285,3.284469476
5.314,1.33043139,3.284756588
5.315,1.330425898,3.28523455
5.316,1.330515795,3.285384243
5.317,1.330571551,3.285718796
5.318,1.330597647,3.286362666
5.319,1.330689003,3.286534036
5.32,1.330689243,3.286704311
5.321,1.3307107,3.287216811
5.322,1.330716959,3.287552385
5.323,1.330712273,3.2882613
5.324,1.33069195,3.288660302
5.325,1.330711462,3.288957091
5.326,1.330713882,3.289105068
5.327,1.330701072,3.289539515
5.328,1.330706023,3.28983156
5.329,1.330656617,3.29005595
5.33,1.330645013,3.290229337
5.331,1.330580301,3.29046912
5.332,1.330511961,3.290944672
5.333,1.330458708,3.291407507
5.334,1.330423504,3.291701871
5.335,1.330390228,3.292051116
5.336,1.330363505,3.292232282
5.337,1.330428973,3.292545365
5.338,1.330468939,3.292731307
5.339,1.330450836,3.292832741
5.34,1.330494312,3.29319797
5.341,1.330533605,3.293342253
5.342,1.330597645,3.293591176
5.343,1.330623178,3.293906932
5.344,1.330652346,3.294203485
5.345,1.330700135,3.294408157
5.346,1.330735197,3.294593385
5.347,1.330767191,3.294916665
5.348,1.330828875,3.295033269
5.349,1.330925581,3.295537283
5.35,1.331060352,3.295821942
5.351,1.331114141,3.296095636
5.352,1.331171275,3.296324112
5.353,1.33124526,3.296604677
5.354,1.331352314,3.297024007
5.355,1.331427717,3.297472533
5.356,1.331499078,3.297977519
5.357,1.331593527,3.29852622
5.358,1.331699534,3.298886227
5.359,1.331773474,3.299154544
5.36,1.331822094,3.299395051
5.361,1.33190848,3.299797501
5.362,1.332009129,3.299984034
5.363,1.332108097,3.300386006
5.364,1.332197684,3.300664858
5.365,1.332278828,3.300868166
5.366,1.332363464,3.301111712
5.367,1.332463683,3.301305798
5.368,1.332544939,3.301418142
5.369,1.332645413,3.301654269
5.37,1.332739876,3.301892859
5.371,1.332781979,3.301996029
5.372,1.332859614,3.302137836
5.373,1.332957898,3.302417689
5.374,1.333027977,3.30291993
5.375,1.333078605,3.303134164
5.376,1.333155992,3.303460474
5.377,1.333214406,3.303826481
5.378,1.333312679,3.304287607
5.379,1.33337553,3.304838881
5.38,1.333414199,3.304984499
5.381,1.333480311,3.305562844
5.382,1.333604539,3.305956941
5.383,1.333743636,3.306614423
5.384,1.333852762,3.307300896
5.385,1.33390503,3.307499261
5.386,1.333935098,3.30779037
5.387,1.333994698,3.308255461
5.388,1.334100169,3.30848427
5.389,1.334170281,3.30867517
5.39,1.334284459,3.308969287
5.391,1.334321467,3.309384508
5.392,1.334374022,3.309527163
5.393,1.334489914,3.309818987
5.394,1.334574648,3.310028072
5.395,1.334651371,3.310050514
5.396,1.334721521,3.310090473
5.397,1.334771966,3.310347842
5.398,1.334847967,3.310437762
5.399,1.334961682,3.310653191
5.4,1.334978405,3.310828118
5.401,1.334998095,3.31100778
5.402,1.335079677,3.311002801
5.403,1.335106911,3.311043035
5.404,1.335080118,3.311282427
5.405,1.335089549,3.311347944
5.406,1.335039445,3.311442232
5.407,1.335024269,3.311596708
5.408,1.335020339,3.311705336
5.409,1.335133255,3.311832222
5.41,1.33514747,3.312024194
5.411,1.335201952,3.312201817
5.412,1.335274046,3.312418028
5.413,1.335347015,3.312513182
5.414,1.33539438,3.312640167
5.415,1.335453346,3.312829052
5.416,1.335464315,3.313005687
5.417,1.335540769,3.313263622
5.418,1.335693468,3.313722655
5.419,1.33579974,3.314046714
5.42,1.335982802,3.314193665
5.421,1.336110506,3.314367459
5.422,1.336193251,3.31461183
5.423,1.336223073,3.314901221
5.424,1.336292471,3.31514456
5.425,1.336297377,3.315584614
5.426,1.336407858,3.316166509
5.427,1.336461605,3.316399861
5.428,1.336518529,3.316767868
5.429,1.33659338,3.317468903
5.43,1.336658521,3.317692197
5.431,1.336749224,3.318064795
5.432,1.33681542,3.318307597
5.433,1.336915467,3.318721826
5.434,1.337012242,3.319246799
5.435,1.33703195,3.319420718
5.436,1.337093077,3.319727113
5.437,1.337162048,3.3202538
5.438,1.337238209,3.320602213
5.439,1.337302201,3.320903751
5.44,1.33732735,3.321032305
5.441,1.337363485,3.321255255
5.442,1.337371498,3.321437415
5.443,1.337397776,3.321828631
5.444,1.337446871,3.322146486
5.445,1.337504925,3.32234511
5.446,1.337590747,3.322699999
5.447,1.337636609,3.323027133
5.448,1.337670047,3.323373604
5.449,1.337718711,3.323593762
5.45,1.337764126,3.324102889
5.451,1.337761975,3.324303568
5.452,1.33776836,3.324567059
5.453,1.33773025,3.324783083
5.454,1.337792358,3.325003481
5.455,1.337848322,3.325434217
5.456,1.337859659,3.325618942
5.457,1.337864595,3.326237581
5.458,1.33786741,3.32649082
5.459,1.337891669,3.326728285
5.46,1.337845145,3.326991658
5.461,1.337807398,3.327300761
5.462,1.337856832,3.327492046
5.463,1.337916855,3.327687587
