Time (ps), RMSD (nm)
90.100, 0.094
90.200, 0.093
90.300, 0.108
90.400, 0.102
90.500, 0.089
90.600, 0.097
90.700, 0.086
90.800, 0.094
90.900, 0.102
91.000, 0.109
91.100, 0.102
91.200, 0.105
91.300, 0.092
91.400, 0.092
91.500, 0.103
91.600, 0.091
91.700, 0.096
91.800, 0.089
91.900, 0.086
92.000, 0.093
92.100, 0.098
92.200, 0.090
92.300, 0.114
92.400, 0.089
92.500, 0.100
92.600, 0.087
92.700, 0.086
92.800, 0.092
92.900, 0.084
93.000, 0.092
93.100, 0.092
93.200, 0.094
93.300, 0.091
93.400, 0.097
93.500, 0.085
93.600, 0.097
93.700, 0.089
93.800, 0.087
93.900, 0.089
94.000, 0.086
94.100, 0.100
94.200, 0.085
94.300, 0.104
94.400, 0.094
94.500, 0.093
94.600, 0.091
94.700, 0.104
94.800, 0.093
94.900, 0.103
95.000, 0.095
95.100, 0.091
95.200, 0.085
95.300, 0.079
95.400, 0.084
95.500, 0.091
95.600, 0.087
95.700, 0.094
95.800, 0.085
95.900, 0.085
96.000, 0.091
96.100, 0.088
96.200, 0.089
96.300, 0.090
96.400, 0.094
96.500, 0.090
96.600, 0.090
96.700, 0.096
96.800, 0.096
96.900, 0.090
97.000, 0.100
97.100, 0.086
97.200, 0.097
97.300, 0.092
97.400, 0.100
97.500, 0.095
97.600, 0.100
97.700, 0.101
97.800, 0.092
97.900, 0.099
98.000, 0.092
98.100, 0.085
98.200, 0.093
98.300, 0.093
98.400, 0.104
98.500, 0.103
98.600, 0.097
98.700, 0.100
98.800, 0.093
98.900, 0.097
99.000, 0.095
99.100, 0.102
99.200, 0.096
99.300, 0.088
99.400, 0.101
99.500, 0.095
99.600, 0.089
99.700, 0.096
99.800, 0.103
99.900, 0.097
100.000, 0.106
100.100, 0.094
100.200, 0.105
100.300, 0.100
100.400, 0.104
100.500, 0.102
100.600, 0.108
100.700, 0.107
100.800, 0.096
100.900, 0.098
101.000, 0.112
101.100, 0.104
101.200, 0.109
101.300, 0.100
101.400, 0.096
101.500, 0.084
101.600, 0.091
101.700, 0.095
101.800, 0.096
101.900, 0.094
102.000, 0.097
102.100, 0.093
102.200, 0.100
102.300, 0.096
102.400, 0.093
102.500, 0.094
102.600, 0.102
102.700, 0.104
102.800, 0.099
102.900, 0.096
103.000, 0.096
103.100, 0.100
103.200, 0.097
103.300, 0.094
103.400, 0.105
103.500, 0.095
103.600, 0.101
103.700, 0.087
103.800, 0.090
103.900, 0.103
104.000, 0.100
104.100, 0.104
104.200, 0.094
104.300, 0.092
104.400, 0.098
104.500, 0.091
104.600, 0.098
104.700, 0.092
104.800, 0.094
104.900, 0.096
105.000, 0.092
105.100, 0.091
105.200, 0.086
105.300, 0.103
105.400, 0.098
105.500, 0.098
105.600, 0.100
105.700, 0.090
105.800, 0.094
105.900, 0.090
106.000, 0.096
106.100, 0.102
106.200, 0.092
106.300, 0.093
106.400, 0.098
106.500, 0.102
106.600, 0.089
106.700, 0.104
106.800, 0.091
106.900, 0.104
107.000, 0.104
107.100, 0.105
107.200, 0.090
107.300, 0.095
107.400, 0.090
107.500, 0.096
107.600, 0.095
107.700, 0.102
107.800, 0.092
107.900, 0.092
108.000, 0.092
108.100, 0.098
108.200, 0.085
108.300, 0.092
108.400, 0.094
108.500, 0.092
108.600, 0.084
108.700, 0.089
108.800, 0.097
108.900, 0.094
109.000, 0.088
109.100, 0.100
109.200, 0.092
109.300, 0.098
109.400, 0.089
109.500, 0.090
109.600, 0.089
109.700, 0.099
109.800, 0.097
109.900, 0.087
110.000, 0.088
110.100, 0.099
110.200, 0.097
110.300, 0.093
110.400, 0.087
110.500, 0.089
110.600, 0.097
110.700, 0.094
110.800, 0.101
110.900, 0.097
111.000, 0.107
111.100, 0.094
111.200, 0.095
111.300, 0.089
111.400, 0.095
111.500, 0.092
111.600, 0.093
111.700, 0.104
111.800, 0.094
111.900, 0.092
112.000, 0.087
112.100, 0.098
112.200, 0.090
112.300, 0.094
112.400, 0.100
112.500, 0.102
112.600, 0.095
112.700, 0.095
112.800, 0.088
112.900, 0.087
113.000, 0.101
113.100, 0.111
113.200, 0.095
113.300, 0.094
113.400, 0.097
113.500, 0.102
113.600, 0.118
113.700, 0.093
113.800, 0.095
113.900, 0.094
114.000, 0.100
114.100, 0.092
114.200, 0.099
114.300, 0.098
114.400, 0.099
114.500, 0.096
114.600, 0.094
114.700, 0.094
114.800, 0.088
114.900, 0.103
115.000, 0.101
115.100, 0.095
115.200, 0.101
115.300, 0.092
115.400, 0.098
115.500, 0.088
115.600, 0.087
115.700, 0.094
115.800, 0.092
115.900, 0.092
116.000, 0.092
116.100, 0.095
116.200, 0.094
116.300, 0.098
116.400, 0.098
116.500, 0.100
116.600, 0.096
116.700, 0.103
116.800, 0.098
116.900, 0.102
117.000, 0.100
117.100, 0.097
117.200, 0.098
117.300, 0.120
117.400, 0.107
117.500, 0.100
117.600, 0.101
117.700, 0.112
117.800, 0.107
117.900, 0.105
118.000, 0.106
118.100, 0.109
118.200, 0.098
118.300, 0.107
118.400, 0.120
118.500, 0.117
118.600, 0.102
118.700, 0.100
118.800, 0.113
118.900, 0.107
119.000, 0.109
119.100, 0.102
119.200, 0.110
119.300, 0.121
119.400, 0.110
119.500, 0.102
119.600, 0.098
119.700, 0.113
119.800, 0.115
119.900, 0.104
120.000, 0.116
120.100, 0.119
120.200, 0.127
120.300, 0.118
120.400, 0.111
120.500, 0.113
120.600, 0.132
120.700, 0.119
120.800, 0.136
120.900, 0.135
121.000, 0.128
121.100, 0.137
121.200, 0.126
121.300, 0.116
121.400, 0.118
121.500, 0.119
121.600, 0.118
121.700, 0.108
121.800, 0.101
121.900, 0.109
122.000, 0.097
122.100, 0.101
122.200, 0.111
122.300, 0.101
122.400, 0.097
122.500, 0.108
122.600, 0.114
122.700, 0.103
122.800, 0.119
122.900, 0.115
123.000, 0.102
123.100, 0.112
123.200, 0.112
123.300, 0.098
123.400, 0.105
123.500, 0.113
123.600, 0.120
123.700, 0.120
123.800, 0.114
123.900, 0.122
124.000, 0.115
124.100, 0.094
124.200, 0.091
124.300, 0.092
124.400, 0.084
124.500, 0.111
124.600, 0.099
124.700, 0.100
124.800, 0.107
124.900, 0.102
125.000, 0.099
125.100, 0.110
125.200, 0.110
125.300, 0.107
125.400, 0.111
125.500, 0.111
125.600, 0.105
125.700, 0.112
125.800, 0.119
125.900, 0.143
126.000, 0.107
126.100, 0.097
126.200, 0.092
126.300, 0.094
126.400, 0.100
126.500, 0.090
126.600, 0.083
126.700, 0.098
126.800, 0.095
126.900, 0.095
127.000, 0.092
127.100, 0.099
127.200, 0.089
127.300, 0.087
127.400, 0.093
127.500, 0.091
127.600, 0.095
127.700, 0.090
127.800, 0.084
127.900, 0.082
128.000, 0.092
128.100, 0.089
128.200, 0.091
128.300, 0.082
128.400, 0.089
128.500, 0.099
128.600, 0.098
128.700, 0.108
128.800, 0.102
128.900, 0.097
129.000, 0.097
129.100, 0.097
129.200, 0.095
129.300, 0.096
129.400, 0.099
129.500, 0.095
129.600, 0.090
129.700, 0.090
129.800, 0.086
129.900, 0.091
130.000, 0.092
130.100, 0.096
130.200, 0.100
130.300, 0.082
130.400, 0.087
130.500, 0.094
130.600, 0.083
130.700, 0.088
130.800, 0.092
130.900, 0.085
131.000, 0.088
131.100, 0.090
131.200, 0.102
131.300, 0.099
131.400, 0.096
131.500, 0.086
131.600, 0.087
131.700, 0.099
131.800, 0.084
131.900, 0.092
132.000, 0.091
132.100, 0.084
132.200, 0.081
132.300, 0.093
132.400, 0.086
132.500, 0.083
132.600, 0.083
132.700, 0.093
132.800, 0.091
132.900, 0.089
133.000, 0.086
133.100, 0.091
133.200, 0.075
133.300, 0.078
133.400, 0.087
133.500, 0.074
133.600, 0.077
133.700, 0.083
133.800, 0.072
133.900, 0.074
134.000, 0.078
134.100, 0.076
134.200, 0.084
134.300, 0.086
134.400, 0.088
134.500, 0.083
134.600, 0.083
134.700, 0.077
134.800, 0.079
134.900, 0.089
135.000, 0.092
135.100, 0.094
135.200, 0.086
135.300, 0.087
135.400, 0.088
135.500, 0.093
135.600, 0.089
135.700, 0.097
135.800, 0.081
135.900, 0.091
136.000, 0.090
136.100, 0.073
136.200, 0.091
136.300, 0.081
136.400, 0.088
136.500, 0.080
136.600, 0.084
136.700, 0.085
136.800, 0.096
136.900, 0.078
137.000, 0.090
137.100, 0.090
137.200, 0.086
137.300, 0.092
137.400, 0.098
137.500, 0.083
137.600, 0.076
137.700, 0.076
137.800, 0.086
137.900, 0.091
138.000, 0.083
138.100, 0.080
138.200, 0.080
138.300, 0.073
138.400, 0.083
138.500, 0.086
138.600, 0.097
138.700, 0.087
138.800, 0.094
138.900, 0.088
139.000, 0.084
139.100, 0.079
139.200, 0.091
139.300, 0.082
139.400, 0.078
139.500, 0.084
139.600, 0.075
139.700, 0.077
139.800, 0.085
139.900, 0.077
140.000, 0.082
140.100, 0.087
140.200, 0.087
140.300, 0.089
140.400, 0.089
140.500, 0.080
140.600, 0.087
140.700, 0.080
140.800, 0.086
140.900, 0.082
141.000, 0.086
141.100, 0.091
141.200, 0.086
141.300, 0.089
141.400, 0.087
141.500, 0.081
141.600, 0.090
141.700, 0.085
141.800, 0.095
141.900, 0.101
142.000, 0.103
142.100, 0.098
142.200, 0.089
142.300, 0.079
142.400, 0.093
142.500, 0.094
142.600, 0.086
142.700, 0.087
142.800, 0.092
142.900, 0.087
143.000, 0.090
143.100, 0.094
143.200, 0.086
143.300, 0.083
143.400, 0.082
143.500, 0.089
143.600, 0.093
143.700, 0.083
143.800, 0.093
143.900, 0.098
144.000, 0.085
144.100, 0.096
144.200, 0.096
144.300, 0.081
144.400, 0.083
144.500, 0.079
144.600, 0.089
144.700, 0.081
144.800, 0.080
144.900, 0.085
145.000, 0.084
145.100, 0.081
145.200, 0.100
145.300, 0.084
145.400, 0.087
145.500, 0.086
145.600, 0.082
145.700, 0.081
145.800, 0.081
145.900, 0.088
146.000, 0.083
146.100, 0.090
146.200, 0.090
146.300, 0.084
146.400, 0.076
146.500, 0.075
146.600, 0.079
146.700, 0.084
146.800, 0.084
146.900, 0.081
147.000, 0.085
147.100, 0.083
147.200, 0.085
147.300, 0.087
147.400, 0.096
147.500, 0.086
147.600, 0.091
147.700, 0.095
147.800, 0.088
147.900, 0.086
148.000, 0.086
148.100, 0.089
148.200, 0.094
148.300, 0.104
148.400, 0.086
148.500, 0.093
148.600, 0.095
148.700, 0.093
148.800, 0.082
148.900, 0.082
149.000, 0.087
149.100, 0.082
149.200, 0.088
149.300, 0.086
149.400, 0.085
149.500, 0.078
149.600, 0.078
149.700, 0.080
149.800, 0.093
149.900, 0.087
150.000, 0.074
150.100, 0.084
150.200, 0.087
150.300, 0.079
150.400, 0.078
150.500, 0.078
150.600, 0.083
150.700, 0.082
150.800, 0.081
150.900, 0.086
151.000, 0.084
151.100, 0.081
151.200, 0.097
151.300, 0.086
151.400, 0.081
151.500, 0.089
151.600, 0.084
151.700, 0.095
151.800, 0.082
151.900, 0.081
152.000, 0.077
152.100, 0.083
152.200, 0.081
152.300, 0.090
152.400, 0.085
152.500, 0.092
152.600, 0.083
152.700, 0.087
152.800, 0.084
152.900, 0.088
153.000, 0.085
153.100, 0.090
153.200, 0.090
153.300, 0.083
153.400, 0.091
153.500, 0.092
153.600, 0.087
153.700, 0.084
153.800, 0.085
153.900, 0.097
154.000, 0.085
154.100, 0.083
154.200, 0.080
154.300, 0.091
154.400, 0.088
